Original Molecule,Parsed Molecule,Best Match Link,CAS,Deprecated CAS
GATIFLOXACIN,MERCUROUS OXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/16683011,56-40-6,"52955-63-2, 57678-19-0, 87867-94-5, 848646-45-7, 1119449-36-3, 1173020-11-5, 1196157-78-4, 1153953-88-8, 1119449-36-3, 1153953-88-8, 1173020-11-5, 1196157-78-4, 52955-63-2, 57678-19-0, 848646-45-7, 87867-94-5, 1196157-78-4, 848646-45-7, 87867-94-5, 52955-63-2, 57678-19-0, 1153953-88-8, 1119449-36-3"
GAULTHERIA_PROCUMBENS,MERCURY MERCURIC,https://pubchem.ncbi.nlm.nih.gov/compound/24085,137-58-6,"8059-42-5, 8059-66-3, 91484-71-8, 8059-66-3, 91484-71-8"
GEFITINIB,MERCURY MERCUROUS,https://pubchem.ncbi.nlm.nih.gov/compound/24545,N/A,N/A
GELATIN,MEROPENEM,https://pubchem.ncbi.nlm.nih.gov/compound/441130,N/A,N/A
GELSEMIUM_SEMPERVIRENS,MESALAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/403,6347-01-9,N/A
GEMCITABINE,MESNA,https://pubchem.ncbi.nlm.nih.gov/compound/598,123948-87-8,"133242-28-1, 138121-88-7"
GEMFIBROZIL,MESORIDAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/4078,56211-40-6,N/A
GEMIFLOXACIN,MESTRANOL,https://pubchem.ncbi.nlm.nih.gov/compound/6291,89778-27-8,N/A
GEMTUZUMAB_OZOGAMICIN,MESUXIMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6476,N/A,N/A
GENERAL_NUTRIENTS,METADOXINE,https://pubchem.ncbi.nlm.nih.gov/compound/115198,192391-48-3,N/A
GENISTEIN,METARAMINOL,https://pubchem.ncbi.nlm.nih.gov/compound/5906,N/A,N/A
GENTAMICIN,METAXALONE,https://pubchem.ncbi.nlm.nih.gov/compound/15459,N/A,N/A
GENTIANA_LUTEA,METFORMIN,https://pubchem.ncbi.nlm.nih.gov/compound/7955,114899-77-3,N/A
GERANIUM_MACULATUM,METHACHOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/6114,123154-38-1,"73806-46-9, 113683-92-4, 46941-74-6, 113683-92-4, 73806-46-9"
GERANIUM_ROBERTIANUM,METHADONE,https://pubchem.ncbi.nlm.nih.gov/compound/4095,N/A,N/A
GILTERITINIB,METHAMPHETAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/10836,871700-17-3,1204531-14-5
GINKGO_BILOBA,METHAPYRILENE,https://pubchem.ncbi.nlm.nih.gov/compound/4098,87679-37-6,N/A
GLASDEGIB,METHAZOLAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/4100,701-54-2,"1510-00-5, 21573-60-4"
GLATIRAMER_ACETATE,METHENAMINE,N/A,53902-12-8,N/A
GLECAPREVIR,METHIONINE,https://pubchem.ncbi.nlm.nih.gov/compound/6137,3721-26-4,95-62-5
GLIBENCLAMIDE,METHOCARBAMOL,https://pubchem.ncbi.nlm.nih.gov/compound/4107,461443-59-4,"674782-28-6, 675184-11-9"
GLICLAZIDE,METHOHEXITAL,https://pubchem.ncbi.nlm.nih.gov/compound/9034,1018448-65-1,N/A
GLIMEPIRIDE,METHOTREXATE,https://pubchem.ncbi.nlm.nih.gov/compound/126941,157283-68-6,207742-69-6
GLIPIZIDE,METHOXAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/6082,N/A,N/A
GLUCAGON,METHOXSALEN,https://pubchem.ncbi.nlm.nih.gov/compound/4114,81846-19-7,N/A
GLUCANASE,METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,https://pubchem.ncbi.nlm.nih.gov/substance/481101753,5300-03-8,N/A
GLUCARPIDASE,METHYCLOTHIAZIDE,https://pubchem.ncbi.nlm.nih.gov/compound/4121,75-21-8,"184288-32-2, 19034-08-3, 37341-05-2, 99932-75-9, 142175-32-4, 436859-78-8, 142175-32-4, 184288-32-2, 19034-08-3, 37341-05-2, 436859-78-8, 99932-75-9, 37341-05-2, 142175-32-4, 99932-75-9, 184288-32-2, 436859-78-8, 19034-08-3"
GLUCOMANNAN,METHYL-5 AMINOLEVULINIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/157922,124-94-7,83474-03-7
GLUCONIC_ACID,METHYLANTHRANILATE,https://pubchem.ncbi.nlm.nih.gov/compound/8635,124-94-7,83474-03-7
GLUCOSAMINE,METHYLBENZETHONIUM,https://pubchem.ncbi.nlm.nih.gov/compound/5702238,76-25-5,"13586-95-3, 138265-06-2, 8054-16-8, 911437-91-7, 138265-06-2, 8054-16-8, 13586-95-3, 911437-91-7"
GLUCOSE,METHYLCELLULOSE,https://pubchem.ncbi.nlm.nih.gov/compound/702,396-01-0,N/A
GLUCOSE-_BLOOD_TESTS,METHYLDOPA,https://pubchem.ncbi.nlm.nih.gov/compound/38853,28911-01-5,N/A
GLUCOSE-_URINE_TESTS,METHYLDOPATE,https://pubchem.ncbi.nlm.nih.gov/compound/38853,90131-68-3,N/A
GLUCOSE_OXIDASE,METHYLENE BLUE,https://pubchem.ncbi.nlm.nih.gov/compound/11057,133-67-5,96782-89-7
GLUCUROLACTONE,METHYLERGOMETRINE,https://pubchem.ncbi.nlm.nih.gov/compound/8226,76-03-9,N/A
GLUTAMIC_ACID,METHYLFOLATE,https://pubchem.ncbi.nlm.nih.gov/compound/135398561,N/A,N/A
GLUTAMINE,METHYLNALTREXONE BROMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5361917,N/A,N/A
GLUTARAL,METHYLPARABEN,https://pubchem.ncbi.nlm.nih.gov/compound/7456,101-20-2,N/A
GLUTATHIONE,METHYLPHENIDATE,https://pubchem.ncbi.nlm.nih.gov/compound/4158,3380-34-5,"112099-35-1, 88032-08-0, 164325-69-3, 261921-78-2, 1155174-27-8, 112099-35-1, 1155174-27-8, 164325-69-3, 261921-78-2, 88032-08-0, 1155174-27-8, 112099-35-1, 88032-08-0, 164325-69-3, 261921-78-2"
GLYCEROL,METHYLPHENOBARBITAL,https://pubchem.ncbi.nlm.nih.gov/compound/4763,112-24-3,"105093-20-7, 110670-33-2, 14175-14-5, 39421-77-7, 71124-11-3, 193487-08-0, 801997-18-2, 150139-02-9, 1309612-46-1, 1404190-34-6, 1821166-92-0, 2245055-56-3, 442681-17-6, 105093-20-7, 110670-33-2, 1309612-46-1, 1404190-34-6, 14175-14-5, 150139-02-9, 1821166-92-0, 193487-08-0, 2245055-56-3, 39421-77-7, 442681-17-6, 71124-11-3, 801997-18-2, 193487-08-0, 14175-14-5, 1309612-46-1, 1821166-92-0, 801997-18-2, 39421-77-7, 110670-33-2, 71124-11-3, 105093-20-7, 1404190-34-6"
GLYCEROL_PHENYLBUTYRATE,METHYLPREDNISOLONE,https://pubchem.ncbi.nlm.nih.gov/compound/5743,117-89-5,N/A
GLYCEROPHOSPHORIC_ACID,METHYLTESTOSTERONE,https://pubchem.ncbi.nlm.nih.gov/compound/6010,146-54-3,N/A
GLYCERYL_MONOSTEARATE,METHYLTHIONINIUM,N/A,70-00-8,N/A
GLYCINE,METHYL ETHER,https://pubchem.ncbi.nlm.nih.gov/compound/8134,N/A,N/A
GLYCINE_MAX,METHYSERGIDE,https://pubchem.ncbi.nlm.nih.gov/compound/9681,6217-54-5,"25377-50-8, 1024594-51-1, 231610-51-8, 1008399-82-3, 1005411-64-2, 664303-42-8, 952411-45-9"
GLYCOLIC_ACID,METIPRANOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/31477,N/A,N/A
GLYCOPYRRONIUM,METIROSINE,https://pubchem.ncbi.nlm.nih.gov/compound/441350,144-11-6,N/A
GLYCYRRHIZA_GLABRA,METOCLOPRAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/4168,13647-35-3,"27107-98-8, 28414-46-2"
GLYCYRRHIZIC_ACID,METOLAZONE,https://pubchem.ncbi.nlm.nih.gov/compound/4170,138-56-7,N/A
GOLD,METOPROLOL,https://pubchem.ncbi.nlm.nih.gov/compound/4171,57-68-1,N/A
GOLIMUMAB,METRELEPTIN,https://pubchem.ncbi.nlm.nih.gov/substance/481101754,52128-35-5,N/A
GONADORELIN,METRONIDAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/4173,50-49-7,N/A
GOSERELIN,METYRAPONE,https://pubchem.ncbi.nlm.nih.gov/compound/4174,3902-71-4,N/A
GOSSYPIUM_HERBACEUM,MEXILETINE,https://pubchem.ncbi.nlm.nih.gov/compound/11335,91-81-6,N/A
GRAMICIDIN,MEZLOCILLIN,https://pubchem.ncbi.nlm.nih.gov/compound/656511,486-12-4,N/A
GRANISETRON,MIBEFRADIL,https://pubchem.ncbi.nlm.nih.gov/compound/60663,57773-63-4,N/A
GRAPHITE,MICAFUNGIN,https://pubchem.ncbi.nlm.nih.gov/compound/477468,N/A,N/A
GRAZOPREVIR,MICONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/4189,97322-87-7,N/A
GREPAFLOXACIN,MICROFIBRILLAR COLLAGEN HEMOSTAT,https://pubmed.ncbi.nlm.nih.gov/33160636,102-71-6,"105655-27-4, 126068-67-5, 36549-53-8, 36549-54-9, 36549-55-0, 36659-79-7, 464917-26-8, 1429745-86-7, 105655-27-4, 1199604-09-5, 126068-67-5, 1429745-86-7, 36549-53-8, 36549-54-9, 36549-55-0, 36659-79-7, 464917-26-8, 36549-54-9, 36659-79-7, 105655-27-4, 36549-55-0, 126068-67-5, 464917-26-8"
GRIFFONIA_SIMPLICIFOLIA,MIDAZOLAM,https://pubchem.ncbi.nlm.nih.gov/compound/4192,2751-09-9,N/A
GRIFOLA_FRONDOSA,MIDODRINE,https://pubchem.ncbi.nlm.nih.gov/compound/4195,77-86-1,"108195-86-4, 25149-07-9, 68755-45-3, 83147-39-1, 119320-15-9, 857365-23-2, 1158650-64-6, 108195-86-4, 1158650-64-6, 119320-15-9, 25149-07-9, 68755-45-3, 83147-39-1, 857365-23-2, 68755-45-3, 108195-86-4, 119320-15-9, 1158650-64-6, 83147-39-1, 857365-23-2"
GRISEOFULVIN,MIDOSTAURIN,https://pubchem.ncbi.nlm.nih.gov/compound/9829523,103-82-2,N/A
GUAIACOL,MIFEPRISTONE,https://pubchem.ncbi.nlm.nih.gov/compound/55245,76-93-7,N/A
GUAIFENESIN,MIGLITOL,https://pubchem.ncbi.nlm.nih.gov/compound/441314,147059-72-1,N/A
GUANABENZ,MIGLUSTAT,https://pubchem.ncbi.nlm.nih.gov/compound/51634,72-57-1,179472-55-0
GUANADREL,MILK SERUM PROTEIN,https://pubchem.ncbi.nlm.nih.gov/compound/702,552-30-7,"28605-64-3, 68864-89-1, 70425-46-6, 928770-37-0, 2088100-85-8, 2088100-85-8, 28605-64-3, 68864-89-1, 70425-46-6, 928770-37-0, 28605-64-3, 68864-89-1, 70425-46-6, 928770-37-0"
GUANETHIDINE,MILNACIPRAN,N/A,73-22-3,"6912-86-3, 80206-30-0, 154635-35-5, 2416148-24-6, 154635-35-5, 2416148-24-6, 2831375-12-1, 6912-86-3, 80206-30-0, 154635-35-5, 80206-30-0"
GUANFACINE,MILRINONE,https://pubchem.ncbi.nlm.nih.gov/compound/4197,N/A,N/A
GUANIDINE,MILTEFOSINE,https://pubchem.ncbi.nlm.nih.gov/compound/3599,57-95-4,"1370-17-8, 548-18-5, 30519-12-1, 31498-75-6, 3671-75-8, 31498-75-6, 548-18-5, 1370-17-8, 3671-75-8, 30519-12-1"
GUAR_GUM,MINERALS,https://pubchem.ncbi.nlm.nih.gov/compound/702,N/A,N/A
GUSELKUMAB,MINOCYCLINE,https://pubchem.ncbi.nlm.nih.gov/compound/54675783,1192451-26-5,N/A
GYMNEMA_SYLVESTRE,MINOXIDIL,https://pubchem.ncbi.nlm.nih.gov/compound/4201,N/A,N/A
HAIR_CONDITIONER,MIPOMERSEN,https://pubchem.ncbi.nlm.nih.gov/compound/44564107,1401-69-0,"8026-48-0, 11112-11-1, 39282-33-2, 39282-33-2, 11112-11-1"
HALAZEPAM,MIRABEGRON,https://pubchem.ncbi.nlm.nih.gov/compound/9865528,140-66-9,"37769-53-2, 85771-77-3, 124765-79-3, 124765-79-3, 37769-53-2, 85771-77-3, 85771-77-3, 37769-53-2, 124765-79-3"
HALCINONIDE,MIRTAZAPINE,https://pubchem.ncbi.nlm.nih.gov/compound/4205,7246-21-1,N/A
HALOPERIDOL,MISC.ALLERGENS (PATIENT REQUIREMENT),N/A,60-18-4,"140-43-2, 1991-85-1, 46209-14-7, 55520-40-6, 1207451-88-4, 2416148-26-8, 1207451-88-4, 140-43-2, 1991-85-1, 2416148-26-8, 46209-14-7, 55520-40-6, 55520-40-6, 1207451-88-4, 140-43-2, 46209-14-7"
HALOTHANE,MISCELLANEOUS URINE TESTS,https://pubmed.ncbi.nlm.nih.gov/23207819,303-98-0,"13448-14-1, 55870-43-4, 55127-92-9, 13448-14-1, 55127-92-9, 55870-43-4, 55127-92-9, 55870-43-4"
HAMAMELIS_VIRGINIANA,MISOPROSTOL,https://pubchem.ncbi.nlm.nih.gov/compound/5282381,N/A,N/A
HANDCREAM,MITOMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/5746,159811-51-5,N/A
HARD_LENS_SOLUTIONS,MITOTANE,https://pubchem.ncbi.nlm.nih.gov/compound/4211,N/A,N/A
HARPAGOPHYTUM_PROCUMBENS,MITOXANTRONE,https://pubchem.ncbi.nlm.nih.gov/compound/4212,66852-54-8,N/A
HASLEA_OSTREARIA,MIVACURIUM CHLORIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5281042,869113-09-7,N/A
HELIANTHUS_ANNUUS,MODAFINIL,https://pubchem.ncbi.nlm.nih.gov/compound/4236,N/A,N/A
HELODERMA_HORRIDUM,MOEXIPRIL,https://pubchem.ncbi.nlm.nih.gov/compound/91270,N/A,N/A
HEME_IRON_POLYPEPTIDE,MOGAMULIZUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/483928311,3351-86-8,N/A
HEMICELLULASE,MOLINDONE,https://pubchem.ncbi.nlm.nih.gov/compound/23897,112-38-9,949900-17-8
HEMIN,MOLYBDENUM,https://pubchem.ncbi.nlm.nih.gov/compound/23925,4076-02-2,"37260-06-3, 85549-76-4"
HEPARIN,MOMETASONE,https://pubchem.ncbi.nlm.nih.gov/compound/441336,120373-24-2,1044661-14-4
HERBAL,MONASCUS PURPUREUS,https://pubchem.ncbi.nlm.nih.gov/substance/482027225,57-13-6,"30535-50-3, 860639-56-1, 118548-06-4, 1202865-46-0, 1228376-38-2, 1637232-71-3, 2060607-07-8, 923953-70-2, 1262769-89-0, 2417243-36-6, 2694035-40-8, 173994-65-5, 174693-33-5, 173144-80-4, 175276-38-7, 118548-06-4, 1202865-46-0, 1228376-38-2, 1262769-89-0, 1637232-71-3, 2060607-07-8, 2417243-36-6, 2694035-40-8, 30535-50-3, 860639-56-1, 923953-70-2, 1202865-46-0, 118548-06-4, 30535-50-3, 1228376-38-2"
HESPERIDIN,MONOBENZONE,https://pubchem.ncbi.nlm.nih.gov/compound/7638,4105-38-8,293738-13-3
HETASTARCH,MONOCHLOROACETIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/300,63-39-8,N/A
HEXACHLOROPHENE,MONOETHANOLAMINE OLEATE,https://pubchem.ncbi.nlm.nih.gov/compound/5282489,97048-13-0,N/A
HEXAMIDINE,MONOFLUOROPHOSPHORIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/24267,26097-80-3,"139639-24-0, 37211-64-6"
HEXAMINOLEVULINIC_ACID,MONTELUKAST,https://pubchem.ncbi.nlm.nih.gov/compound/5281040,81-25-4,"10321-98-9, 116-68-7, 134353-30-3, 728917-96-2, 732303-80-9, 882740-42-3, 889875-66-5, 904791-60-2, 2222145-69-7, 2599839-19-5, 10321-98-9, 116-68-7, 134353-30-3, 2222145-69-7, 2599839-19-5, 728917-96-2, 732303-80-9, 882740-42-3, 889875-66-5, 904791-60-2, 732303-80-9, 889875-66-5, 882740-42-3, 728917-96-2, 116-68-7, 904791-60-2, 10321-98-9"
HEXYLRESORCINOL,MORACIZINE,https://pubchem.ncbi.nlm.nih.gov/compound/34633,N/A,N/A
HIBISCUS,MORINDA CITRIFOLIA,https://pubchem.ncbi.nlm.nih.gov/substance/482026552,N/A,N/A
HISTAMINE,MOROCTOCOG ALFA,https://pubchem.ncbi.nlm.nih.gov/substance/483925953,1360457-46-0,1575712-03-6
HISTIDINE,MORPHINE,https://pubchem.ncbi.nlm.nih.gov/compound/5288826,N/A,N/A
HISTOPLASMIN,MORRHUIC ACID,https://pubchem.ncbi.nlm.nih.gov/substance/375085286,N/A,N/A
HISTRELIN,MOUTH WASHES/RINSES,N/A,N/A,N/A
HOMATROPINE,MOXETUMOMAB PASUDOTOX,https://pubchem.ncbi.nlm.nih.gov/substance/481101756,N/A,N/A
HOMATROPINE_METHYLHYDROXIDE,MOXIFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/152946,N/A,N/A
HOMOEOPATHIC_MEDICINES,MUCOR RACEMOSUS,https://pubchem.ncbi.nlm.nih.gov/substance/483933261,N/A,N/A
HOMOSALATE,MULTIPLE URINE TESTS,https://pubchem.ncbi.nlm.nih.gov/bioassay/495582,76-60-8,641-19-0
HONEY,MULTIVITAMINS,https://pubchem.ncbi.nlm.nih.gov/substance/135316826,N/A,N/A
HOODIA_GORDONII,MULTIVITAMINS AND MINERALS,https://pubchem.ncbi.nlm.nih.gov/substance/135316826,N/A,N/A
HORDEUM_VULGARE,MUPIROCIN,https://pubchem.ncbi.nlm.nih.gov/compound/446596,N/A,N/A
HUMAN_ALPHA1_PROTEINASE_INHIBITOR,MUROMONAB-CD3,https://pubchem.ncbi.nlm.nih.gov/substance/482028417,N/A,N/A
HUMAN_MENOPAUSAL_GONADOTROPHIN,MYCOPHENOLATE MOFETIL,https://pubchem.ncbi.nlm.nih.gov/compound/446541,N/A,N/A
HUMULUS_LUPULUS,MYCOPHENOLIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/446541,N/A,N/A
HUPERZINE_A,MYOSOTIS ARVENSIS,https://pubchem.ncbi.nlm.nih.gov/substance/482027384,N/A,N/A
HYALURONIC_ACID,MYRCIARIA DUBIA,https://pubchem.ncbi.nlm.nih.gov/substance/482027071,N/A,N/A
HYALURONIDASE,MYRICA CERIFERA,https://pubchem.ncbi.nlm.nih.gov/compound/5281672,N/A,N/A
HYDANTOIN,MYRISTICA FRAGANS,https://pubmed.ncbi.nlm.nih.gov/38257384,N/A,N/A
HYDRALAZINE,N-ACETYL-L-TYROSIN,https://pubchem.ncbi.nlm.nih.gov/substance/103839966,N/A,N/A
HYDRASTIS_CANADENSIS,N-ACETYLGLUCOSAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/145068,N/A,N/A
HYDROCHLORIC_ACID,N-ACETYLTYROSINE,https://pubchem.ncbi.nlm.nih.gov/compound/6057,N/A,N/A
HYDROCHLOROTHIAZIDE,N-LAUROYLSARCOSINE,https://pubchem.ncbi.nlm.nih.gov/compound/7348,N/A,N/A
HYDROCODONE,N6 FURFURYLADENINE,https://pubchem.ncbi.nlm.nih.gov/compound/3830,N/A,N/A
HYDROCOLLOID_DRESSING,NABILONE,https://pubchem.ncbi.nlm.nih.gov/compound/5284592,N/A,N/A
HYDROCORTISONE,NABUMETONE,https://pubchem.ncbi.nlm.nih.gov/compound/4409,N/A,N/A
HYDROCORTISONE_BUTEPRATE,NADIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5892,N/A,N/A
HYDROFLUMETHIAZIDE,NADOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/39147,N/A,N/A
HYDROGEN_PEROXIDE,NAFARELIN,https://pubchem.ncbi.nlm.nih.gov/compound/25077405,N/A,N/A
HYDROGEN_PEROXIDE_UREA_DERIVATIVE,NAFCILLIN,https://pubchem.ncbi.nlm.nih.gov/compound/8982,N/A,N/A
HYDROMORPHONE,NAFTIFINE,https://pubchem.ncbi.nlm.nih.gov/compound/47641,N/A,N/A
HYDROQUINONE,NALBUPHINE,https://pubchem.ncbi.nlm.nih.gov/compound/5311304,N/A,N/A
HYDROXOCOBALAMIN,NALDEMEDINE,https://pubchem.ncbi.nlm.nih.gov/compound/54732242,N/A,N/A
HYDROXYALKYLPHOSPHONATE,NALIDIXIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/4421,N/A,N/A
HYDROXYAMPHETAMINE,NALMEFENE,https://pubchem.ncbi.nlm.nih.gov/compound/5284594,N/A,N/A
HYDROXYCARBAMIDE,NALOXEGOL,https://pubchem.ncbi.nlm.nih.gov/compound/56959087,N/A,N/A
HYDROXYCHLOROQUINE,NALOXONE,https://pubchem.ncbi.nlm.nih.gov/compound/5284596,N/A,N/A
HYDROXYETHYLCELLULOSE,NALTREXONE,https://pubchem.ncbi.nlm.nih.gov/compound/5360515,N/A,N/A
HYDROXYLYSINE,NANDROLONE,https://pubchem.ncbi.nlm.nih.gov/compound/9904,N/A,N/A
HYDROXYPROGESTERONE,NAPHAZOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/6862,N/A,N/A
HYDROXYPROLINE,NAPROXEN,https://pubchem.ncbi.nlm.nih.gov/compound/156391,410527-75-2,N/A
HYDROXYPROPYLCHITOSAN,NARATRIPTAN,https://pubchem.ncbi.nlm.nih.gov/compound/4440,N/A,N/A
HYDROXYTOLUIC_ACID,NASAL DECONGESTANTS,https://pubchem.ncbi.nlm.nih.gov/compound/5743,N/A,N/A
HYDROXYZINE,NASTURTIUM OFFICINALE,https://pubchem.ncbi.nlm.nih.gov/substance/482026230,N/A,N/A
HYLAN_GEL_POLYSACCHARIDE,NATALIZUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/472677714,N/A,N/A
HYOSCYAMINE,NATAMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/5284447,N/A,N/A
HYPERICUM_PERFORATUM,NATEGLINIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6140,N/A,N/A
HYPOCHLOROUS_ACID,NEBIVOLOL,https://pubchem.ncbi.nlm.nih.gov/compound/71301,N/A,N/A
HYPOSULFUROUS_ACID,NECITUMUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/481101761,N/A,N/A
HYPROLOSE,NEDOCROMIL,https://pubchem.ncbi.nlm.nih.gov/compound/50294,59277-89-3,N/A
HYPROMELLOSE,NEFAZODONE,https://pubchem.ncbi.nlm.nih.gov/compound/4449,1025504-45-3,N/A
HYSSOPUS_OFFICINALIS,NELARABINE,https://pubchem.ncbi.nlm.nih.gov/compound/3011155,181695-72-7,N/A
IBALIZUMAB,NELFINAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/64142,81397-67-3,N/A
IBANDRONIC_ACID,NEOMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/8378,73-40-5,"11006-44-3, 15986-36-4, 37432-34-1, 492-33-1, 54435-87-9, 69257-39-2, 8039-79-0, 158475-99-1, 66224-64-4, 929247-29-0, 934585-79-2, 936902-27-1, 11006-44-3, 158475-99-1, 15986-36-4, 37432-34-1, 492-33-1, 54435-87-9, 66224-64-4, 69257-39-2, 8039-79-0, 929247-29-0, 934585-79-2, 936902-27-1, 936902-27-1, 158475-99-1, 929247-29-0, 69257-39-2, 54435-87-9, 15986-36-4, 934585-79-2, 492-33-1, 37432-34-1, 66224-64-4, 8039-79-0"
IBRITUMOMAB_TIUXETAN,NEOSTIGMINE,https://pubchem.ncbi.nlm.nih.gov/compound/4456,72-18-4,"16872-32-5, 7004-03-7, 154605-70-6, 1613375-16-8, 154605-70-6, 1613375-16-8, 16872-32-5, 7004-03-7"
IBRUTINIB,NEPAFENAC,https://pubchem.ncbi.nlm.nih.gov/compound/151075,76584-70-8,133299-66-8
IBUPROFEN,NEPETA CATARIA,https://pubchem.ncbi.nlm.nih.gov/substance/482026910,109-52-4,"12124-87-7, 2243145-76-6, 2486087-46-9, 12124-87-7"
IBUTILIDE,NERATINIB,https://pubchem.ncbi.nlm.nih.gov/compound/9915743,23214-92-8,"24385-08-8, 25311-50-6, 23257-17-2, 29042-30-6"
ICATIBANT,NESIRITIDE,https://pubchem.ncbi.nlm.nih.gov/compound/71308561,137862-53-4,N/A
ICHTYOLAMMONIUM,NETARSUDIL,https://pubchem.ncbi.nlm.nih.gov/compound/66599893,71-36-3,"107569-51-7, 220713-25-7, 42031-19-6, 1154866-91-7, 107569-51-7, 1154866-91-7, 220713-25-7, 42031-19-6, 220713-25-7, 42031-19-6, 107569-51-7"
ICOSAPENT,NETUPITANT,https://pubchem.ncbi.nlm.nih.gov/compound/6451149,1404-90-6,N/A
IDARUBICIN,NEVIRAPINE,https://pubchem.ncbi.nlm.nih.gov/compound/4463,443913-73-3,338992-00-0
IDARUCIZUMAB,NICARDIPINE,https://pubchem.ncbi.nlm.nih.gov/compound/4474,121-33-5,"52447-63-9, 8014-42-4, 8014-42-4, 52447-63-9"
IDEBENONE,NICKEL,https://pubchem.ncbi.nlm.nih.gov/compound/10112,N/A,N/A
IDELALISIB,NICOTINAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/936,249296-44-4,N/A
IDOXURIDINE,NICOTINE,https://pubchem.ncbi.nlm.nih.gov/compound/89594,150683-30-0,N/A
IDURSULFASE,NICOTINIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/938,15500-66-0,N/A
IFOSFAMIDE,NIFEDIPINE,https://pubchem.ncbi.nlm.nih.gov/compound/4485,N/A,N/A
ILEX_AQUIFOLIUM,NILOTINIB,https://pubchem.ncbi.nlm.nih.gov/compound/644241,N/A,N/A
ILEX_PARAGUARIENSIS,NILUTAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/4493,N/A,N/A
ILOPERIDONE,NIMODIPINE,https://pubchem.ncbi.nlm.nih.gov/compound/4497,N/A,N/A
ILOPROST,NINTEDANIB,https://pubchem.ncbi.nlm.nih.gov/compound/135423438,7440-43-9,N/A
IMATINIB,NIRAPARIB,https://pubchem.ncbi.nlm.nih.gov/compound/24958200,N/A,N/A
IMIGLUCERASE,NISOLDIPINE,https://pubchem.ncbi.nlm.nih.gov/compound/4499,1377049-84-7,1458063-71-2
IMIPENEM,NITAZOXANIDE,https://pubchem.ncbi.nlm.nih.gov/compound/41684,918504-65-1,1029872-54-5
IMIPRAMINE,NITRIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/944,1257044-40-8,N/A
IMIQUIMOD,NITROFURAL,https://pubchem.ncbi.nlm.nih.gov/compound/5447130,93413-69-5,N/A
IMMUNOGLOBULIN_ANTI-CLOSTRIDIUM_TETANI_TOXIN,NITROFURANTOIN,https://pubchem.ncbi.nlm.nih.gov/compound/6604200,52-53-9,"56949-77-0, 7482-85-1, 1007128-78-0"
IMMUNOGLOBULIN_ANTI-CYTOMEGALOVIRUS,NITROGLYCERIN,https://pubchem.ncbi.nlm.nih.gov/compound/4510,N/A,N/A
IMMUNOGLOBULIN_ANTI-D_(RHO),NITROPRUSSIDE,https://pubchem.ncbi.nlm.nih.gov/compound/11953895,N/A,N/A
IMMUNOGLOBULIN_ANTI-HEPATITIS_B_SURFACE_ANTIGEN,NITROUS ACID,https://pubchem.ncbi.nlm.nih.gov/compound/948,N/A,N/A
IMMUNOGLOBULIN_ANTI-PARAMYXOVIRUS_PAROTITIDIS,NITROUS OXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/948,129497-78-5,N/A
IMMUNOGLOBULIN_ANTI-RABIES,NIVOLUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/469753496,N/A,N/A
IMMUNOGLOBULIN_ANTI-THYMOCYTE,NIZATIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/3033637,N/A,N/A
