molecule,crp,intprd,cas,matched_drugid,match_type_ncas,different_compounds
OMEPRAZOLE,PROCTER_&_GAMBLE,PRILOSEC,73590-58-6,"34063, 44305, 45877, 63942",1,0
OMEPRAZOLE#SODIUM,BAYER,ZEGERID,73590-58-6,"34063, 44305, 45877, 63942",1,0
ONDANSETRON,NOVARTIS,ZOFRAN,99614-02-5,"3750, 59543, 60940",1,0
ORITAVANCIN,MELINTA_THERAPEUT,ORBACTIV,171099-57-3,9972,1,0
OSELTAMIVIR,ROCHE,TAMIFLU,196618-13-0,13460,1,0
OSELTAMIVIR,ROCHE,TAMIFLU,204255-11-8,13460,1,0
OSELTAMIVIR,ROCHE,TAMIFLU,"196618-13-0, 204255-11-8",13460,2,0
OSIMERTINIB,ASTRAZENECA,TAGRISSO,1421373-65-0,83873,1,0
OSPEMIFENE,SHIONOGI_SEIYAKU,OSPHENA,128607-22-7,29655,1,0
OXALIPLATIN,SANOFI,ELOXATINE,61825-94-3,3792,1,0
OXANDROLONE,HORIZON_PHARMA,OXANDRIN,53-39-4,3793,1,0
OXYBUTYNIN,ALLERGAN,OXYTROL,5633-20-5,"12113, 12389, 49157, 58940",1,0
OXYCODONE,MUNDIPHARMA_INT,OXYCONTIN,76-42-6,"10490, 12418, 50457, 56687, 57516, 68852, 68997, 69025, 70573, 73918, 106091",1,0
OXYCODONE#PARACETAMOL,ENDO_INTERNATIONAL,PERCOCET,103-90-2,"48479, 48917, 50457, 55014, 64433, 68852",1,0
OXYCODONE#PARACETAMOL,ENDO_INTERNATIONAL,PERCOCET,76-42-6,"10490, 12418, 50457, 56687, 57516, 68852, 68997, 69025, 70573, 73918, 106091",1,0
OXYCODONE#PARACETAMOL,ENDO_INTERNATIONAL,PERCOCET,"103-90-2, 76-42-6",50457,2,1
OXYCODONE#PARACETAMOL,ENDO_INTERNATIONAL,PERCOCET,"103-90-2, 76-42-6",68852,2,1
OXYMORPHONE,ENDO_INTERNATIONAL,OPANA,76-41-5,"16216, 44858",1,0
PACLITAXEL,CELGENE_CORP,ABRAXANE,33069-62-4,"3803, 29016",1,0
PALBOCICLIB,PFIZER,IBRANCE,571190-30-2,10271,1,0
PALIPERIDONE,JOHNSON_&_JOHNSON,INVEGA,144598-75-4,"33576, 50958, 76892",1,0
PALIPERIDONE_PALMITATE,JOHNSON_&_JOHNSON,INVEGA SUSTENNA,199739-10-1,"50958, 76892",1,0
PALONOSETRON,HELSINN_CORP,ALOXI,135729-61-2,"9754, 53584, 66796, 66798",1,0
PAMIDRONIC_ACID,NOVARTIS,AREDIA,40391-99-9,2944,1,0
PANOBINOSTAT,NOVARTIS,FARYDAK,404950-80-7,54226,1,0
PANTOPRAZOLE,PFIZER,PROTONIX,102625-70-7,5800,1,0
PARACETAMOL,MALLINCKRODT,OFIRMEV,103-90-2,"48479, 48917, 50457, 55014, 64433, 68852",1,0
PARACETAMOL#TRAMADOL,JOHNSON_&_JOHNSON,ULTRACET,103-90-2,"48479, 48917, 50457, 55014, 64433, 68852",1,0
PARACETAMOL#TRAMADOL,JOHNSON_&_JOHNSON,ULTRACET,27203-92-5,"4579, 30456, 48479, 49317, 52668, 52766",1,0
PARACETAMOL#TRAMADOL,JOHNSON_&_JOHNSON,ULTRACET,"103-90-2, 27203-92-5",48479,2,1
PARICALCITOL,ABBVIE,ZEMPLAR,131918-61-1,"21919, 45817",1,0
PASIREOTIDE,NOVARTIS,SIGNIFOR,396091-73-9,"40061, 91112",1,0
PAZOPANIB,NOVARTIS,VOTRIENT,444731-52-6,43738,1,0
PEGAPTANIB,BAUSCH_HEALTH,MACUGEN,222716-86-1,17475,1,0
PEGINTERFERON_BETA-1A,BIOGEN,PLEGRIDY,1211327-92-2,62263,1,0
PEMETREXED,LILLY,ALIMTA,137281-23-3,3536,1,0
PENCICLOVIR,MYLAN,DENAVIR,39809-25-1,5824,1,0
PENTOSAN_POLYSULFATE_SODIUM,JOHNSON_&_JOHNSON,ELMIRON,140207-93-8,14979,1,0
PENTOSTATIN,PFIZER,NIPENT,53910-25-1,17015,1,0
PERAMIVIR,CSL,RAPIVAB,330600-85-6,56822,1,0
PERAMPANEL,EISAI,FYCOMPA,380917-97-5,41705,1,0
PERGOLIDE,VALEANT_PHARMA,PERMAX,66104-22-1,46895,1,0
PERINDOPRIL,SYMPLMED_PHARMA,ACEON,107133-36-8,17745,1,0
PERINDOPRIL,SYMPLMED_PHARMA,ACEON,82834-16-0,"17745, 73272",1,0
PERINDOPRIL,SYMPLMED_PHARMA,ACEON,"107133-36-8, 82834-16-0",17745,2,0
PHENTERMINE#TOPIRAMATE,VIVUS,QSYMIA,122-09-8,"55369, 92898",1,0
PHENTERMINE#TOPIRAMATE,VIVUS,QSYMIA,97240-79-4,"4576, 55369, 60134, 65375",1,0
PHENTERMINE#TOPIRAMATE,VIVUS,QSYMIA,"122-09-8, 97240-79-4",55369,2,1
PHENTOLAMINE,NOVALAR,ORAVERSE,50-60-2,65813,1,0
PIMAVANSERIN,ACADIA_PHARMA,NUPLAZID,706779-91-1,25148,1,0
PIMECROLIMUS,BAUSCH_HEALTH,ELIDEL,137071-32-0,12083,1,0
PIOGLITAZONE,TAKEDA,ACTOS,111025-46-8,"4126, 48279, 53522, 55177, 59795",1,0
PIOGLITAZONE,TAKEDA,ACTOS,112529-15-4,4126,1,0
PIOGLITAZONE,TAKEDA,ACTOS,"111025-46-8, 112529-15-4",4126,2,0
PIPECURONIUM_BROMIDE,MERCK_&_CO,ARDUAN,52212-02-9,13623,1,0
PIPERACILLIN#TAZOBACTAM,PFIZER,TAZOCIN,61477-96-1,29446,1,0
PIPERACILLIN#TAZOBACTAM,PFIZER,TAZOCIN,89786-04-9,"29446, 63012",1,0
PIPERACILLIN#TAZOBACTAM,PFIZER,TAZOCIN,"61477-96-1, 89786-04-9",29446,2,1
PIRFENIDONE,ROCHE,ESBRIET,53179-13-8,7871,1,0
PIROXICAM,PFIZER,FELDENE,36322-90-4,44957,1,0
PITAVASTATIN,KOWA,LIVALO,147511-69-1,"9953, 109656",1,0
PLAZOMICIN,ACHAOGEN,ZEMDRI,1154757-24-0,30251,1,0
PLERIXAFOR,SANOFI,MOZOBIL,110078-46-1,16758,1,0
POMALIDOMIDE,CELGENE_CORP,POMALYST,19171-19-8,27696,1,0
PONATINIB,TAKEDA,ICLUSIG,943319-70-8,41702,1,0
POSACONAZOLE,MERCK_&_CO,NOXAFIL,171228-49-2,"11027, 57268, 73607",1,0
PRALATREXATE,SPECTRUM_PHARM,FOLOTYN,146464-95-1,17990,1,0
PRAMIPEXOLE,BOEHRINGER_INGEL,SIFROL,104632-26-0,"4151, 65712",1,0
PRASTERONE,AMAG_PHARM,INTRAROSA,53-43-0,61791,1,0
PRASUGREL,LILLY,EFIENT,150322-43-3,19001,1,0
PRAVASTATIN,BRISTOL-MYERS_SQB.,PRAVACHOL,81093-37-0,"4155, 46197",1,0
PRAZOSIN,PFIZER,MINIPRESS,19216-56-9,4156,1,0
PREGABALIN,PFIZER,LYRICA,148553-50-8,"17814, 64949",1,0
PROGESTERONE,ALLERGAN,CRINONE,57-83-0,"12360, 40649, 85865",1,0
PROPAFENONE,GLAXOSMITHKLINE,RYTHMOL,54063-53-5,44410,1,0
PROPOFOL,FRESENIUS,DIPRIVAN,2078-54-8,44308,1,0
PROPRANOLOL,ANI_PHARMACEUTICAL,INNOPRAN XL,525-66-6,"47119, 82443",1,0
PRUCALOPRIDE,TAKEDA,RESOLOR,179474-81-8,15716,1,0
QUAZEPAM,CUTIS_HEALTH_LLC,DORAL,36735-22-5,4180,1,0
QUETIAPINE,ASTRAZENECA,SEROQUEL,111974-69-7,"3317, 55740",1,0
QUINAPRIL,PFIZER,ACCUPRO,85441-61-8,"4181, 70341",1,0
RABEPRAZOLE,EISAI,PARIET,117976-89-3,2997,1,0
RALOXIFENE,LILLY,EVISTA,84449-90-1,6681,1,0
RALTEGRAVIR,MERCK_&_CO,ISENTRESS,518048-05-0,"54488, 90562",1,0
RAMELTEON,TAKEDA,ROZEREM,196597-26-9,29570,1,0
RANITIDINE,SANOFI,ZANTAC,66357-35-5,"4198, 44309",1,0
RANITIDINE_BISMUTH_CITRATE,GLAXOSMITHKLINE,PYLORID,128345-62-0,4198,1,0
RANOLAZINE,GILEAD_SCIENCES,RANEXA,95635-55-5,4199,1,0
RASAGILINE,TEVA,AZILECT,136236-51-6,8858,1,0
REGADENOSON,ASTELLAS_PHARMA,LEXISCAN,313348-27-5,28431,1,0
REGORAFENIB,BAYER,STIVARGA,755037-03-7,54624,1,0
REMIFENTANIL,MYLAN,ULTIVA,132875-61-7,4208,1,0
REPAGLINIDE,AMNEAL_PHARM,PRANDIN,135062-02-1,"4212, 56555",1,0
RETAPAMULIN,ALMIRALL,ALTABAX,224452-66-8,17667,1,0
RETIGABINE,GLAXOSMITHKLINE,TROBALT,150812-12-7,8197,1,0
REVEFENACIN,MYLAN,YUPELRI,864750-70-9,58734,1,0
RIBAVIRIN,MERCK_&_CO,REBETOL,36791-04-5,"5369, 71886, 72706",1,0
RIBOCICLIB,NOVARTIS,KISQALI,1211441-98-3,65360,1,0
RIFABUTIN,PFIZER,MYCOBUTIN,72559-06-9,4229,1,0
RIFAPENTINE,SANOFI,PRIFTIN,61379-65-5,15102,1,0
RIFAXIMIN,BAUSCH_HEALTH,XIFAXAN,80621-81-4,12834,1,0
RILPIVIRINE,JOHNSON_&_JOHNSON,EDURANT,500287-72-9,"52857, 63988, 91586, 94396",1,0
RILUZOLE,COVIS_PHARMA,RILUTEK,1744-22-5,"5859, 103002",1,0
RIMANTADINE,SUN_PHARMA,FLUMADINE,13392-28-4,6134,1,0
RIMEXOLONE,NOVARTIS,VEXOL,49697-38-3,59922,1,0
RIOCIGUAT,BAYER,ADEMPAS,625115-55-1,54614,1,0
RISEDRONIC_ACID,ALLERGAN,ACTONEL,105462-24-6,4234,1,0
RISPERIDONE,JOHNSON_&_JOHNSON,RISPERDAL,106266-06-2,"4236, 26832, 80783",1,0
RITONAVIR,ABBVIE,NORVIR,155213-67-5,"7310, 14681, 81782, 100124",1,0
RIVAROXABAN,JOHNSON_&_JOHNSON,XARELTO,366789-02-8,32677,1,0
RIVASTIGMINE,NOVARTIS,EXELON,123441-03-2,"4379, 54305",1,0
RIZATRIPTAN,MERCK_&_CO,MAXALT,144034-80-0,5328,1,0
RIZATRIPTAN,MERCK_&_CO,MAXALT,145202-66-0,5328,1,0
RIZATRIPTAN,MERCK_&_CO,MAXALT,"144034-80-0, 145202-66-0",5328,2,0
ROFECOXIB,MERCK_&_CO,VIOXX,162011-90-7,15472,1,0
ROFLUMILAST,ASTRAZENECA,DALIRESP,162401-32-3,21820,1,0
ROLAPITANT,TERSERA_THERAPEUT,VARUBI,552292-08-7,"48902, 83361",1,0
ROMIDEPSIN,CELGENE_CORP,ISTODAX,128517-07-7,8023,1,0
ROPINIROLE,GLAXOSMITHKLINE,REQUIP,91374-21-9,"4908, 42859",1,0
ROPIVACAINE,FRESENIUS,NAROPIN,84057-95-4,4271,1,0
ROSIGLITAZONE,GLAXOSMITHKLINE,AVANDIA,122320-73-4,"8976, 48179, 56823",1,0
ROSUVASTATIN,ASTRAZENECA,CRESTOR,287714-41-4,12420,1,0
ROTIGOTINE,UCB,NEUPRO,99755-59-6,7971,1,0
RUCAPARIB,CLOVIS_ONCOLOGY,RUBRACA,283173-50-2,75079,1,0
RUFINAMIDE,EISAI,INOVELON,106308-44-5,"2760, 67579",1,0
SACUBITRIL#VALSARTAN,NOVARTIS,ENTRESTO,137862-53-4,"2773, 16073, 54288, 54291, 58782, 70525, 75647, 99721",1,0
SACUBITRIL#VALSARTAN,NOVARTIS,ENTRESTO,149709-62-6,58782,1,0
SACUBITRIL#VALSARTAN,NOVARTIS,ENTRESTO,"137862-53-4, 149709-62-6",58782,2,1
SAFINAMIDE,US_WORLDMEDS,XADAGO,133865-89-1,10440,1,0
SALBUTAMOL,GLAXOSMITHKLINE,VENTOLIN,18559-94-9,"44310, 44415, 48517, 48938, 51011",1,0
SALMETEROL,GLAXOSMITHKLINE,SEREVENT,89365-50-4,"14336, 44312, 95991",1,0
SAPROPTERIN,BIOMARIN_PHARMA,KUVAN,62989-33-7,47719,1,0
SAQUINAVIR,ROCHE,INVIRASE,127779-20-8,4259,1,0
SARECYCLINE,ALMIRALL,SEYSARA,1035654-66-0,57610,1,0
SAXAGLIPTIN,ASTRAZENECA,ONGLYZA,361442-04-8,"44417, 59100, 83956, 93902",1,0
SAXAGLIPTIN,ASTRAZENECA,ONGLYZA,945667-22-1,44417,1,0
SAXAGLIPTIN,ASTRAZENECA,ONGLYZA,"361442-04-8, 945667-22-1",44417,2,0
SECNIDAZOLE,LUPIN_LABORATORIES,SOLOSEC,3366-95-8,91449,1,0
SELEGILINE,MYLAN,EMSAM,14611-51-9,"10704, 13409",1,0
SELEXIPAG,JOHNSON_&_JOHNSON,UPTRAVI,475086-01-2,50259,1,0
SEMAGLUTIDE,NOVO_NORDISK,OZEMPIC,910463-68-2,59271,1,0
SERTACONAZOLE,BAUSCH_HEALTH,ERTACZO,99592-32-2,48558,1,0
SERTRALINE,PFIZER,ZOLOFT,79617-96-2,15183,1,0
SEVELAMER,SANOFI,RENVELA,52757-95-6,"9053, 49398, 57439",1,0
SEVOFLURANE,ABBVIE,SEVORANE,28523-86-6,5356,1,0
SIBUTRAMINE,ABBVIE,MERIDIA,106650-56-0,8778,1,0
SILDENAFIL,PFIZER,VIAGRA,139755-83-2,8713,1,0
SILODOSIN,ALLERGAN,RAPAFLO,160970-54-7,14005,1,0
SIMEPREVIR,JOHNSON_&_JOHNSON,SOVRIAD,923604-59-5,39069,1,0
SIMVASTATIN,MERCK_&_CO,ZOCOR,79902-63-9,"34501, 51039, 62169, 64893",1,0
SIMVASTATIN#SITAGLIPTIN,MERCK_&_CO,JUVISYNC,486460-32-6,"44499, 54657, 62169, 84869",1,0
SIMVASTATIN#SITAGLIPTIN,MERCK_&_CO,JUVISYNC,79902-63-9,"34501, 51039, 62169, 64893",1,0
SIMVASTATIN#SITAGLIPTIN,MERCK_&_CO,JUVISYNC,"486460-32-6, 79902-63-9",62169,2,1
SIROLIMUS,PFIZER,RAPAMUNE,53123-88-9,4200,1,0
SITAGLIPTIN,MERCK_&_CO,JANUVIA,486460-32-6,"44499, 54657, 62169, 84869",1,0
SOFOSBUVIR,GILEAD_SCIENCES,SOVALDI,1190307-88-0,"65416, 79811, 88619, 95212",1,0
SOFOSBUVIR#VELPATASVIR,GILEAD_SCIENCES,EPCLUSA,1190307-88-0,"65416, 79811, 88619, 95212",1,0
SOFOSBUVIR#VELPATASVIR,GILEAD_SCIENCES,EPCLUSA,1377049-84-7,"88619, 95212",1,0
SOFOSBUVIR#VELPATASVIR,GILEAD_SCIENCES,EPCLUSA,"1190307-88-0, 1377049-84-7",88619,2,1
SOFOSBUVIR#VELPATASVIR,GILEAD_SCIENCES,EPCLUSA,"1190307-88-0, 1377049-84-7",95212,2,1
SOFOSBUVIR#VELPATASVIR#VOXILAPREVIR,GILEAD_SCIENCES,VOSEVI,1190307-88-0,"65416, 79811, 88619, 95212",1,0
SOFOSBUVIR#VELPATASVIR#VOXILAPREVIR,GILEAD_SCIENCES,VOSEVI,1377049-84-7,"88619, 95212",1,0
SOFOSBUVIR#VELPATASVIR#VOXILAPREVIR,GILEAD_SCIENCES,VOSEVI,1535212-07-7,95212,1,0
SOFOSBUVIR#VELPATASVIR#VOXILAPREVIR,GILEAD_SCIENCES,VOSEVI,"1190307-88-0, 1377049-84-7",88619,2,1
SOFOSBUVIR#VELPATASVIR#VOXILAPREVIR,GILEAD_SCIENCES,VOSEVI,"1190307-88-0, 1377049-84-7, 1535212-07-7",95212,3,1
SOLIFENACIN,ASTELLAS_PHARMA,VESICARE,242478-37-1,15478,1,0
SONIDEGIB,SUN_PHARMA,ODOMZO,956697-53-3,61926,1,0
SORAFENIB,BAYER,NEXAVAR,284461-73-0,29831,1,0
SPARFLOXACIN,MYLAN,ZAGAM,110871-86-8,4439,1,0
SPINOSAD,PARAPRO_LLC,NATROBA,168316-95-8,58529,1,0
SPIRONOLACTONE,PFIZER,ALDACTONE,52-01-7,46934,1,0
STAVUDINE,BRISTOL-MYERS_SQB.,ZERIT,3056-17-5,4481,1,0
SUGAMMADEX,MERCK_&_CO,BRIDION,343306-71-8,37131,1,0
SULFAMETHOXAZOLE#TRIMETHOPRIM,TAKEDA,BACTRIM,723-46-6,44363,1,0
SULFAMETHOXAZOLE#TRIMETHOPRIM,TAKEDA,BACTRIM,738-70-5,44363,1,0
SULFAMETHOXAZOLE#TRIMETHOPRIM,TAKEDA,BACTRIM,"723-46-6, 738-70-5",44363,2,1
SUMATRIPTAN,GLAXOSMITHKLINE,IMIGRAN,103628-46-2,"4491, 31482, 47759, 55707, 60691, 73740, 96279",1,0
SUNITINIB,PFIZER,SUTENT,557795-19-4,12973,1,0
SUVOREXANT,MERCK_&_CO,BELSOMRA,1030377-33-3,58921,1,0
TACRINE,SHIONOGI_SEIYAKU,COGNEX,321-64-2,4509,1,0
TACROLIMUS,ASTELLAS_PHARMA,PROGRAF,104987-11-3,"4510, 46257, 50040, 54222, 66492, 66493",1,0
TADALAFIL,LILLY,CIALIS,171596-29-5,4119,1,0
TAFENOQUINE,GLAXOSMITHKLINE,KRINTAFEL,106635-80-7,"9752, 97243",1,0
TAFLUPROST,AKORN,ZIOPTAN,209860-87-7,37012,1,0
TALAZOPARIB,PFIZER,TALZENNA,1207456-01-6,63832,1,0
TALAZOPARIB,PFIZER,TALZENNA,1373431-65-2,63832,1,0
TALAZOPARIB,PFIZER,TALZENNA,"1207456-01-6, 1373431-65-2",63832,2,0
TAMOXIFEN,ASTRAZENECA,NOLVADEX,10540-29-1,"44314, 75646",1,0
TAMSULOSIN,SANOFI,SECADRYCKEL,106133-20-4,"4513, 57005",1,0
TAPENTADOL,COLLEGIUM_PHARMA,NUCYNTA,175591-23-8,"43021, 56791",1,0
TASIMELTEON,VANDA_PHARM,HETLIOZ,609799-22-6,54754,1,0
TAVABOROLE,PFIZER,KERYDIN,174671-46-6,53814,1,0
TAZAROTENE,ALMIRALL,TAZORAC,118292-40-3,"8265, 73319",1,0
TEDIZOLID,MERCK_&_CO,SIVEXTRO,856866-72-3,30819,1,0
TEGASEROD,NOVARTIS,ZELMAC,145158-71-0,10091,1,0
TELAPREVIR,VERTEX_PHARMA,INCIVEK,402957-28-2,10096,1,0
TELAVANCIN,THERAVANCE_BIOPHAR,VIBATIV,372151-71-8,44939,1,0
TELBIVUDINE,NOVARTIS,TYZEKA,3424-98-4,27471,1,0
TELITHROMYCIN,SANOFI,KETEK,191114-48-4,13757,1,0
TELMISARTAN,BOEHRINGER_INGEL,MICARDIS,144701-48-4,"5051, 61090, 70337",1,0
TELOTRISTAT_ETIPRATE,LEXICON_PHARMA,XERMELO,1137608-69-5,56780,1,0
TEMSIROLIMUS,PFIZER,TORISEL,162635-04-3,22965,1,0
TENOFOVIR_ALAFENAMIDE,GILEAD_SCIENCES,VEMLIDY,379270-37-8,"40532, 72153, 75324, 94396, 95280, 100097",1,0
TERAZOSIN,ABBOTT,HYTRIN ABBT,63590-64-7,5266,1,0
TERBINAFINE,GLAXOSMITHKLINE,LAMISIL,91161-71-6,4533,1,0
TERIFLUNOMIDE,SANOFI,AUBAGIO,108605-62-5,36213,1,0
TERIPARATIDE,LILLY,FORTEO,52232-67-4,15518,1,0
TESTOSTERONE,ABBVIE,ANDROGEL,58-22-0,"9057, 11237, 13162, 17837, 19261, 29051, 47417, 50402, 58820, 86947",1,0
TETRABENAZINE,LUNDBECK,XENAZINE,58-46-8,51877,1,0
THALIDOMIDE,CELGENE_CORP,THALOMID,50-35-1,8050,1,0
TIAGABINE,TEVA,GABITRIL,115103-54-3,4554,1,0
TICAGRELOR,ASTRAZENECA,BRILINTA,274693-27-5,36332,1,0
TICLOPIDINE,ROCHE,TICLID,55142-85-3,44382,1,0
TIGECYCLINE,PFIZER,TYGACIL,220620-09-7,8642,1,0
TILUDRONIC_ACID,SANOFI,SKELID,89987-06-4,4558,1,0
TIMOLOL,BAUSCH_HEALTH,TIMOPTIC,26839-75-8,"44315, 50845, 54133, 70335",1,0
TIOPRONIN,RETROPHIN,THIOLA,1953-02-2,27251,1,0
TIOTROPIUM_BROMIDE,BOEHRINGER_INGEL,SPIRIVA,136310-93-5,"8165, 61047",1,0
TIPIRACIL#TRIFLURIDINE,OTSUKA,LONSURF,183204-74-2,7810,1,0
TIPIRACIL#TRIFLURIDINE,OTSUKA,LONSURF,70-00-8,7810,1,0
TIPIRACIL#TRIFLURIDINE,OTSUKA,LONSURF,"183204-74-2, 70-00-8",7810,2,1
TIPRANAVIR,BOEHRINGER_INGEL,APTIVUS,174484-41-4,12731,1,0
TIROFIBAN,MEDICURE_INC,AGGRASTAT,144494-65-5,3467,1,0
TIZANIDINE,COVIS_PHARMA,ZANAFLEX,51322-75-9,7818,1,0
TOBRAMYCIN,MYLAN,TOBI,32986-56-4,"11232, 12784, 44785, 48940, 81695",1,0
TOFACITINIB,PFIZER,XELJANZ,477600-75-2,"45499, 83185",1,0
TOLCAPONE,BAUSCH_HEALTH,TASMAR,134308-13-7,4573,1,0
TOLTERODINE,PFIZER,DETRUSITOL,124937-51-5,"10488, 94472",1,0
TOLVAPTAN,OTSUKA,SAMSCA,150683-30-0,16888,1,0
TOPIRAMATE,SUPERNUS_PHARMA,TROKENDI XR,97240-79-4,"4576, 55369, 60134, 65375",1,0
TOPOTECAN,NOVARTIS,HYCAMTIN,119413-54-6,"4577, 100129",1,0
TOPOTECAN,NOVARTIS,HYCAMTIN,123948-87-8,"4577, 100129",1,0
TOPOTECAN,NOVARTIS,HYCAMTIN,"119413-54-6, 123948-87-8",4577,2,0
TOPOTECAN,NOVARTIS,HYCAMTIN,"119413-54-6, 123948-87-8",100129,2,0
TORASEMIDE,MYLAN,DEMADEX,56211-40-6,13007,1,0
TOREMIFENE,KYOWA_HAKKO_KIRIN,FARESTON,89778-26-7,6166,1,0
TRABECTEDIN,JOHNSON_&_JOHNSON,YONDELIS,114899-77-3,9112,1,0
TRAMADOL,JOHNSON_&_JOHNSON,ULTRAM,27203-92-5,"4579, 30456, 48479, 49317, 52668, 52766",1,0
TRAMETINIB,NOVARTIS,MEKINIST,871700-17-3,55288,1,0
TRANDOLAPRIL,ABBVIE,MAVIK,87679-37-6,"4580, 46941",1,0
TRANDOLAPRIL#VERAPAMIL,ABBVIE,TARKA,52-53-9,"11974, 13444, 44437, 46941",1,0
TRANDOLAPRIL#VERAPAMIL,ABBVIE,TARKA,87679-37-6,"4580, 46941",1,0
TRANDOLAPRIL#VERAPAMIL,ABBVIE,TARKA,"52-53-9, 87679-37-6",46941,2,1
TRASTUZUMAB_EMTANSINE,ROCHE,KADCYLA,1018448-65-1,36669,1,0
TRAVOPROST,NOVARTIS,TRAVATAN,157283-68-6,33499,1,0
TREPROSTINIL,UNITED_THERAPEUTIC,REMODULIN,81846-19-7,"20137, 50843, 54311",1,0
TRIAMCINOLONE_ACETONIDE,SANOFI,AZMACORT,76-25-5,"12937, 51082, 57893, 72124, 87173, 95157",1,0
TRIAZOLAM,PFIZER,HALCION,28911-01-5,44381,1,0
TRIENTINE,BAUSCH_HEALTH,SYPRINE,112-24-3,66486,1,0
TRIMETREXATE,ASTRAZENECA,NEUTREXIN,52128-35-5,4593,1,0
TRIPTORELIN,ALLERGAN,TRELSTAR,57773-63-4,44123,1,0
TROGLITAZONE,PFIZER,REZULIN,97322-87-7,2876,1,0
TROVAFLOXACIN,PFIZER,TROVAN,147059-72-1,2867,1,0
ULIPRISTAL_ACETATE,AFAXYS_PHARMACEUTI,ELLA,126784-99-4,23239,1,0
UMECLIDINIUM_BROMIDE,GLAXOSMITHKLINE,INCRUSE ELLIPTA,869113-09-7,56992,1,0
UMECLIDINIUM_BROMIDE#VILANTEROL,GLAXOSMITHKLINE,ANORO ELLIPTA,503068-34-6,"59060, 65876, 85008",1,0
UMECLIDINIUM_BROMIDE#VILANTEROL,GLAXOSMITHKLINE,ANORO ELLIPTA,869113-09-7,56992,1,0
URIDINE_TRIACETATE,WELLSTAT_THERA,VISTOGARD,4105-38-8,16384,1,0
VALACICLOVIR,GLAXOSMITHKLINE,VALTREX,124832-26-4,4735,1,0
VALACICLOVIR,GLAXOSMITHKLINE,VALTREX,124832-27-5,4735,1,0
VALACICLOVIR,GLAXOSMITHKLINE,VALTREX,"124832-26-4, 124832-27-5",4735,2,0
VALBENAZINE,NEUROCRINE_BIO,INGREZZA,1025504-45-3,61992,1,0
VALDECOXIB,PFIZER,BEXTRA,181695-72-7,17856,1,0
VALGANCICLOVIR,ROCHE,VALCYTE,175865-60-8,25182,1,0
VALPROIC_ACID,ABBVIE,DEPAKENE,99-66-1,"5265, 57441",1,0
VALSARTAN,NOVARTIS,DIOVAN,137862-53-4,"2773, 16073, 54288, 54291, 58782, 70525, 75647, 99721",1,0
VANCOMYCIN,ANI_PHARMACEUTICAL,VANCOCIN,1404-90-6,"44401, 95157",1,0
VANDETANIB,SANOFI,CAPRELSA,443913-73-3,26495,1,0
VARDENAFIL,GLAXOSMITHKLINE,LEVITRA,224785-90-4,21994,1,0
VARENICLINE,PFIZER,CHAMPIX,249296-44-4,31977,1,0
VEMURAFENIB,ROCHE,ZELBORAF,918504-65-1,54469,1,0
VENETOCLAX,ABBVIE,VENCLEXTA,1257044-40-8,70895,1,0
VENLAFAXINE,PFIZER,EFFEXOR,93413-69-5,"4648, 82019",1,0
VERAPAMIL,PFIZER,CALAN,52-53-9,"11974, 13444, 44437, 46941",1,0
VERTEPORFIN,BAUSCH_HEALTH,VISUDYNE,129497-78-5,2622,1,0
VIGABATRIN,LUNDBECK,SABRIL,68506-86-5,4651,1,0
VILAZODONE,ALLERGAN,VIIBRYD,163521-12-8,9943,1,0
VINORELBINE,PIERRE_FABRE,NAVELBINE,71486-22-1,6408,1,0
VORICONAZOLE,PFIZER,VFEND,137234-62-9,8714,1,0
VORINOSTAT,MERCK_&_CO,ZOLINZA,149647-78-9,17625,1,0
VORTIOXETINE,TAKEDA,TRINTELLIX,508233-74-7,48119,1,0
WARFARIN,BRISTOL-MYERS_SQB.,COUMADIN,81-81-2,44375,1,0
ZAFIRLUKAST,ENDO_INTERNATIONAL,ACCOLATE,107753-78-6,3316,1,0
ZALCITABINE,ROCHE,HIVID,7481-89-2,4708,1,0
ZALEPLON,PFIZER,SONATA,151319-34-5,2827,1,0
ZANAMIVIR,GLAXOSMITHKLINE,RELENZA,139110-80-8,8424,1,0
ZICONOTIDE,TERSERA_THERAPEUT,PRIALT,107452-89-1,4427,1,0
ZIDOVUDINE,GLAXOSMITHKLINE,RETROVIR,30516-87-1,"16696, 26574, 44316",1,0
ZILEUTON,CHIESI,ZYFLO,111406-87-2,"4718, 48339",1,0
ZIPRASIDONE,PFIZER,ZELDOX,146939-27-7,2860,1,0
ZOLEDRONIC_ACID,NOVARTIS,ZOMETA,118072-93-8,2765,1,0
ZOLMITRIPTAN,AMNEAL_PHARM,ZOMIG,139264-17-8,"4736, 47202",1,0
ZOLPIDEM,SANOFI,STILNOX,82626-48-0,"4723, 47206, 52879, 56956, 89931",1,0
ZONISAMIDE,CONCORDIA,ZONEGRAN,68291-97-4,8899,1,0
