Original Molecule,Parsed Molecule,Best Match Link,CAS,Deprecated CAS,Compound/Substance
DIDANOSINE,DIDANOSINE,https://pubchem.ncbi.nlm.nih.gov/compound/135398641,58-63-9,"12712-98-0, 132953-54-9, 28861-88-3, 4181-51-5, 292853-81-7, 691344-25-9, 740029-83-8, 12712-98-0, 132953-54-9, 28861-88-3, 292853-81-7, 4181-51-5, 691344-25-9, 740029-83-8, 740029-83-8, 292853-81-7, 28861-88-3, 12712-98-0, 691344-25-9, 4181-51-5",compound
DIENESTROL,DIENESTROL,https://pubchem.ncbi.nlm.nih.gov/compound/667476,13029-44-2,22090-87-5,compound
DIENOGEST,DIENOGEST,https://pubchem.ncbi.nlm.nih.gov/compound/68861,65928-58-7,,compound
DIETHYLSTILBESTROL,DIETHYLSTILBESTROL,https://pubchem.ncbi.nlm.nih.gov/compound/448537,56-53-1,"8026-45-7, 8028-09-9, 8030-34-0, 8049-42-1, 8053-00-7, 8049-42-1, 8053-00-7, 8028-09-9, 8030-34-0, 8026-45-7",compound
DIETHYLTOLUAMIDE,DIETHYLTOLUAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/4284,134-62-3,94271-03-1,compound
DIFENOXIN,DIFENOXIN,https://pubchem.ncbi.nlm.nih.gov/compound/34328,28782-42-5,,compound
DIFLORASONE,DIFLORASONE,https://pubchem.ncbi.nlm.nih.gov/compound/71414,33564-31-7,,compound
DIFLUNISAL,DIFLUNISAL,https://pubchem.ncbi.nlm.nih.gov/compound/3059,22494-42-4,,compound
DIFLUPREDNATE,DIFLUPREDNATE,https://pubchem.ncbi.nlm.nih.gov/compound/443936,23674-86-4,,compound
DIGITOXIN,DIGITOXIN,https://pubchem.ncbi.nlm.nih.gov/compound/441207,71-63-6,"1339-93-1, 1367-39-1, 1391-34-0, 82476-56-0, 82476-56-0, 1391-34-0, 1367-39-1, 1339-93-1",compound
DIGOXIN,DIGOXIN,https://pubchem.ncbi.nlm.nih.gov/compound/2724385,20830-75-5,"11000-95-6, 36-35-1, 39366-41-1, 8001-36-3, 8001-37-4, 8001-52-3, 82476-60-6, 8001-52-3, 36-35-1, 8001-36-3, 8001-37-4, 39366-41-1, 82476-60-6",compound
DIGOXIN_SPECIFIC_ANTIBODY_FRAGMENTS,DIGOXIN SPECIFIC ANTIBODY FRAGMENTS,https://pubchem.ncbi.nlm.nih.gov/substance/482026297,,,substance
DIHYDROCODEINE,DIHYDROCODEINE,https://pubchem.ncbi.nlm.nih.gov/compound/5284371,76-57-3,,compound
DIHYDROERGOTAMINE,DIHYDROERGOTAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/10531,511-12-6,"409-63-2, 1381-00-6, 5965-22-0, 6016-53-1, 7762-45-0, 11019-70-8, 17680-45-4, 26913-96-2, 29087-32-9, 47842-41-1, 98302-70-6",compound
DIHYDROERGOTOXINE,DIHYDROERGOTOXINE,https://pubchem.ncbi.nlm.nih.gov/compound/6420006,11032-41-0,,compound
DIHYDROTACHYSTEROL,DIHYDROTACHYSTEROL,https://pubchem.ncbi.nlm.nih.gov/compound/5311071,67-96-9,"911-10-4, 1369-89-7",compound
DIHYDROXYACETONE,DIHYDROXYACETONE,https://pubchem.ncbi.nlm.nih.gov/compound/670,96-26-4,,compound
DIHYDROXYALUMINIUM,DIHYDROXYALUMINIUM,https://pubchem.ncbi.nlm.nih.gov/compound/16682987,7047-84-9,3343-54-2,compound
DIIODOHYDROXYQUINOLINE,DIIODOHYDROXYQUINOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/3728,83-73-8,,compound
DILTIAZEM,DILTIAZEM,https://pubchem.ncbi.nlm.nih.gov/compound/39186,56209-45-1,,compound
DIMENHYDRINATE,DIMENHYDRINATE,https://pubchem.ncbi.nlm.nih.gov/compound/2519,58-08-2,"71701-02-5, 95789-13-2, 95789-13-2, 71701-02-5",compound
DIMETHYLGLYCINE,DIMETHYLGLYCINE,https://pubchem.ncbi.nlm.nih.gov/compound/673,1118-68-9,780741-89-1,compound
DIMETHYL_FUMARATE,DIMETHYL FUMARATE,https://pubchem.ncbi.nlm.nih.gov/compound/637568,624-49-7,1017900-75-2,compound
DIMETHYL_SULFONE,DIMETHYL SULFONE,https://pubchem.ncbi.nlm.nih.gov/compound/6213,67-71-0,"54841-73-5, 1800084-98-3, 1800084-98-3, 54841-73-5",compound
DIMETHYL_SULFOXIDE,DIMETHYL SULFOXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/679,67-68-5,"164071-41-4, 8070-53-9, 705301-21-9, 1173018-42-2, 1173018-42-2, 164071-41-4, 705301-21-9, 8070-53-9, 164071-41-4, 8070-53-9",compound
DIMETICONE,DIMETICONE,https://pubchem.ncbi.nlm.nih.gov/compound/24705,107-51-7,1463470-58-7,compound
DINOPROSTONE,DINOPROSTONE,https://pubchem.ncbi.nlm.nih.gov/compound/5280360,363-24-6,,compound
DINUTUXIMAB,DINUTUXIMAB,https://pubchem.ncbi.nlm.nih.gov/substance/481101594,,,substance
DIOSCOREA_VILLOSA,DIOSCOREA VILLOSA,https://pubchem.ncbi.nlm.nih.gov/substance/483931113,,,substance
DIOSMIN,DIOSMIN,https://pubchem.ncbi.nlm.nih.gov/compound/10621,520-26-3,"106904-63-6, 15512-51-3, 16643-24-6, 17654-22-7, 28283-75-2, 30927-97-0, 32737-61-4, 960582-50-7, 1817614-33-7, 106904-63-6, 15512-51-3, 16643-24-6, 17654-22-7, 1817614-33-7, 28283-75-2, 30927-97-0, 32737-61-4, 960582-50-7, 16643-24-6, 960582-50-7, 30927-97-0, 106904-63-6, 17654-22-7, 28283-75-2, 32737-61-4, 15512-51-3",compound
DIOXYBENZONE,DIOXYBENZONE,https://pubchem.ncbi.nlm.nih.gov/compound/8569,131-53-3,186100-79-8,compound
DIPHENHYDRAMINE,DIPHENHYDRAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/3102,119-61-9,"852361-03-6, 1711678-21-5, 445389-89-9, 1711678-21-5, 445389-89-9, 852361-03-6",compound
DIPHENOXYLATE,DIPHENOXYLATE,https://pubchem.ncbi.nlm.nih.gov/compound/13505,915-30-0,,compound
DIPHENYLPYRALINE,DIPHENYLPYRALINE,https://pubchem.ncbi.nlm.nih.gov/compound/3103,147-20-6,,compound
DIPIVEFRINE,DIPIVEFRINE,https://pubchem.ncbi.nlm.nih.gov/compound/3105,52365-63-6,,compound
DIPROPHYLLINE,DIPROPHYLLINE,https://pubchem.ncbi.nlm.nih.gov/compound/3182,479-18-5,"52756-53-3, 68350-70-9, 68350-70-9",compound
DIPROPYLENEGLYCOL,DIPROPYLENEGLYCOL,https://pubchem.ncbi.nlm.nih.gov/compound/24752,29911-28-2,,compound
DIPYRIDAMOLE,DIPYRIDAMOLE,https://pubchem.ncbi.nlm.nih.gov/compound/3108,58-32-2,,compound
DIRITHROMYCIN,DIRITHROMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/6473883,62013-04-1,,compound
DISINFECTANT_SOLUTIONS_/_DETERGENTS,DISINFECTANT SOLUTIONS / DETERGENTS,https://pubmed.ncbi.nlm.nih.gov/37398983,,,MISSING
DISOPYRAMIDE,DISOPYRAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/3114,3737-09-5,,compound
DISPOSABLE_MEDICAL_DEVICES,DISPOSABLE MEDICAL DEVICES,https://pubchem.ncbi.nlm.nih.gov/compound/3776,67-63-0,8013-70-5,compound
DISULFIRAM,DISULFIRAM,https://pubchem.ncbi.nlm.nih.gov/compound/3117,97-77-8,"11078-22-1, 155-01-1, 11078-22-1",compound
DITHRANOL,DITHRANOL,https://pubchem.ncbi.nlm.nih.gov/compound/7018,90-44-8,,compound
DIURETICS_AND_URINARY_PREPARATION,DIURETICS AND URINARY PREPARATION,https://pubmed.ncbi.nlm.nih.gov/2858541,,,MISSING
DL-LACTIC_ACID,DL-LACTIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/612,50-21-5,"152-36-3, 598-82-3, 1334714-39-4, 1334714-39-4, 152-36-3, 598-82-3, 849585-22-4, 598-82-3, 1334714-39-4",compound
DOBUTAMINE,DOBUTAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/21648,5471-51-2,1039415-63-8,compound
DOCETAXEL,DOCETAXEL,https://pubchem.ncbi.nlm.nih.gov/compound/148124,114977-28-5,"129522-72-1, 216252-50-5, 216252-50-5",compound
DOCONEXENT,DOCONEXENT,https://pubchem.ncbi.nlm.nih.gov/compound/445580,6217-54-5,"25377-50-8, 1024594-51-1, 231610-51-8, 1008399-82-3, 1005411-64-2, 664303-42-8, 952411-45-9",compound
DOCOSAHEXANOIC_ACID,DOCOSAHEXANOIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/445580,6217-54-5,"25377-50-8, 1024594-51-1, 231610-51-8, 1008399-82-3, 1005411-64-2, 664303-42-8, 952411-45-9",compound
DOCOSANOL,DOCOSANOL,https://pubchem.ncbi.nlm.nih.gov/compound/12620,661-19-8,,compound
DOCOSAPENTAENOIC_ACID,DOCOSAPENTAENOIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/5497182,24880-45-3,,compound
DOCUSATE,DOCUSATE,https://pubchem.ncbi.nlm.nih.gov/compound/11339,10041-19-7,"123344-03-6, 147-89-7, 21954-86-9, 894411-97-3, 2170442-06-3, 1878156-38-7, 2019157-28-7, 2222995-18-6, 732239-99-5, 123344-03-6, 147-89-7, 1878156-38-7, 2019157-28-7, 2170442-06-3, 21954-86-9, 2222995-18-6, 732239-99-5, 894411-97-3, 21954-86-9, 894411-97-3, 147-89-7",compound
DODECYL_SULFOACETIC_ACID,DODECYL SULFOACETIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/23668827,1847-58-1,"12709-97-6, 39461-60-4, 8038-52-6, 12709-97-6, 39461-60-4",compound
DOFETILIDE,DOFETILIDE,https://pubchem.ncbi.nlm.nih.gov/compound/71329,115256-11-6,,compound
DOLASETRON,DOLASETRON,https://pubchem.ncbi.nlm.nih.gov/compound/3033818,115956-12-2,,compound
DOLOMITE,DOLOMITE,https://pubchem.ncbi.nlm.nih.gov/compound/10112,471-34-1,"114453-69-9, 137803-94-2, 146358-95-4, 166516-01-4, 172307-27-6, 180616-31-3, 39454-55-2, 60083-79-6, 63660-97-9, 71060-88-3, 72608-12-9, 251358-28-8, 198352-33-9, 459411-10-0, 878759-26-3, 197809-38-4, 1312764-88-7, 1352815-51-0, 1437084-75-7, 148092-93-7, 1641572-50-0, 2222732-78-5, 1118543-25-1, 1883798-64-8, 1994316-62-9, 2390374-02-2, 2470702-35-1, 1118543-25-1, 114453-69-9, 1312764-88-7, 1352815-51-0, 137803-94-2, 1437084-75-7, 146358-95-4, 148092-93-7, 1641572-50-0, 166516-01-4, 172307-27-6, 180616-31-3, 1883798-64-8, 197809-38-4, 198352-33-9, 1994316-62-9, 2222732-78-5, 2390374-02-2, 2470702-35-1, 251358-28-8, 2962051-70-1, 3018125-28-2, 39454-55-2, 459411-10-0, 60083-79-6, 63660-97-9, 71060-88-3, 72608-12-9, 878759-26-3, 2358712-58-8, 2358714-65-3, 359415-48-8, 180616-31-3, 39454-55-2, 72608-12-9, 63660-97-9, 197809-38-4, 146358-95-4, 1437084-75-7, 114453-69-9, 878759-26-3, 1352815-51-0, 172307-27-6, 251358-28-8, 137803-94-2, 148092-93-7, 60083-79-6, 166516-01-4, 459411-10-0, 198352-33-9, 71060-88-3, 15187-75-4, 1317-65-3; 13397-26-7; 287389-46-2",compound
DOLUTEGRAVIR,DOLUTEGRAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/54726191,1051375-16-6,1172581-47-3,compound
DOMIPHEN,DOMIPHEN,https://pubchem.ncbi.nlm.nih.gov/compound/10866,538-71-6,"12040-53-8, 138846-42-1, 2702-99-0, 2702-99-0, 138846-42-1",compound
DOMPERIDONE,DOMPERIDONE,https://pubchem.ncbi.nlm.nih.gov/compound/3151,57808-66-9,,compound
DONEPEZIL,DONEPEZIL,https://pubchem.ncbi.nlm.nih.gov/compound/3152,120014-06-4,,compound
DOPAMINE,DOPAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/681,51-61-6,,compound
DORAVIRINE,DORAVIRINE,,,,MISSING
DORIPENEM,DORIPENEM,https://pubchem.ncbi.nlm.nih.gov/compound/73303,148016-81-3,,compound
DORNASE_ALFA,DORNASE ALFA,https://pubchem.ncbi.nlm.nih.gov/substance/481101599,,,substance
DORZOLAMIDE,DORZOLAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5284549,120279-96-1,,compound
DOXACURIUM_CHLORIDE,DOXACURIUM CHLORIDE,https://pubchem.ncbi.nlm.nih.gov/compound/5284551,106819-53-8,,compound
DOXAPRAM,DOXAPRAM,https://pubchem.ncbi.nlm.nih.gov/compound/3156,309-29-5,,compound
DOXAZOSIN,DOXAZOSIN,https://pubchem.ncbi.nlm.nih.gov/compound/62978,77883-43-3,,compound
DOXEPIN,DOXEPIN,https://pubchem.ncbi.nlm.nih.gov/compound/667477,1668-19-5,,compound
DOXERCALCIFEROL,DOXERCALCIFEROL,https://pubchem.ncbi.nlm.nih.gov/compound/5281107,54573-75-0,"125285-48-5, 87649-67-0",compound
DOXORUBICIN,DOXORUBICIN,https://pubchem.ncbi.nlm.nih.gov/compound/31703,23214-92-8,"24385-08-8, 25311-50-6, 23257-17-2, 29042-30-6",compound
DOXYCYCLINE,DOXYCYCLINE,https://pubchem.ncbi.nlm.nih.gov/compound/54675779,79-57-2,"102287-29-6, 103351-03-7, 105145-10-6, 106216-57-3, 1405-95-4, 21645-09-0, 52214-46-7, 96310-42-8, 856305-69-6, 1135442-00-0, 1256964-22-3, 909261-39-8, 102287-29-6, 103351-03-7, 105145-10-6, 106216-57-3, 1135442-00-0, 1256964-22-3, 1405-95-4, 21645-09-0, 52214-46-7, 856305-69-6, 909261-39-8, 96310-42-8",compound
DOXYLAMINE,DOXYLAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/3162,469-21-6,,compound
DRAKEOL-15,DRAKEOL-15,,,,MISSING
DRAKEOL-35,DRAKEOL-35,https://pubchem.ncbi.nlm.nih.gov/substance/482026796,,,substance
DRESSING_STRIPS,DRESSING STRIPS,https://pubmed.ncbi.nlm.nih.gov/17203198,,,MISSING
DROMAIUS_NOVAEHOLLANDIAE,DROMAIUS NOVAEHOLLANDIAE,https://pubchem.ncbi.nlm.nih.gov/substance/482034417,,,substance
DRONABINOL,DRONABINOL,https://pubchem.ncbi.nlm.nih.gov/compound/16078,1972-08-3,"14146-43-1, 26108-45-2, 5957-27-7, 1363-19-5, 14146-29-3, 14146-43-1, 26108-45-2, 1363-19-5, 5957-27-7, 14146-29-3",compound
DRONEDARONE,DRONEDARONE,https://pubchem.ncbi.nlm.nih.gov/compound/208898,141626-36-0,,compound
DROPERIDOL,DROPERIDOL,https://pubchem.ncbi.nlm.nih.gov/compound/3168,548-73-2,,compound
DROSERA_ROTUNDIFOLIA,DROSERA ROTUNDIFOLIA,https://pubchem.ncbi.nlm.nih.gov/substance/482035317,,,substance
DROSPIRENONE,DROSPIRENONE,https://pubchem.ncbi.nlm.nih.gov/compound/68873,67392-87-4,,compound
DROTRECOGIN_ALFA_(ACTIVATED),DROTRECOGIN ALFA (ACTIVATED),https://pubchem.ncbi.nlm.nih.gov/substance/472397453,98530-76-8,,substance
DROXIDOPA,DROXIDOPA,https://pubchem.ncbi.nlm.nih.gov/compound/8468,121-34-6,,compound
DULAGLUTIDE,DULAGLUTIDE,https://pubchem.ncbi.nlm.nih.gov/substance/469690932,,,substance
DULOXETINE,DULOXETINE,https://pubchem.ncbi.nlm.nih.gov/compound/7005,90-15-3,50356-21-3,compound
DUPILUMAB,DUPILUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/481101603,,,substance
DURVALUMAB,DURVALUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/481101604,,,substance
DUTASTERIDE,DUTASTERIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6918296,164656-23-9,,compound
DUVELISIB,DUVELISIB,https://pubchem.ncbi.nlm.nih.gov/compound/50905713,1201438-56-3,,compound
DYCLONINE,DYCLONINE,https://pubchem.ncbi.nlm.nih.gov/compound/3180,586-60-7,,compound
DYSMENORRHEA_RELIEF,DYSMENORRHEA RELIEF,https://pubmed.ncbi.nlm.nih.gov/23729340,,,MISSING
ECALLANTIDE,ECALLANTIDE,https://pubchem.ncbi.nlm.nih.gov/compound/44152182,460738-38-9,,compound
ECHINACEA_ANGUSTIFOLIA,ECHINACEA ANGUSTIFOLIA,https://pubchem.ncbi.nlm.nih.gov/compound/222284,83-46-5,"15764-35-9, 182512-23-8, 76772-70-8, 8003-23-4",compound
ECHINACEA_PURPUREA,ECHINACEA PURPUREA,https://pubchem.ncbi.nlm.nih.gov/compound/222284,83-46-5,"15764-35-9, 182512-23-8, 76772-70-8, 8003-23-4",compound
ECONAZOLE,ECONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/3198,27220-47-9,68797-30-8,compound
ECOTHIOPATE,ECOTHIOPATE,https://pubchem.ncbi.nlm.nih.gov/compound/10548,6736-03-4,,compound
ECULIZUMAB,ECULIZUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/440790757,,,substance
EDARAVONE,EDARAVONE,https://pubchem.ncbi.nlm.nih.gov/compound/4021,89-25-8; 19735-89-8,"115566-83-1, 12235-58-4, 206195-95-1, 52224-17-6, 62495-97-0, 72134-66-8, 206195-95-1, 72134-66-8, 12235-58-4, 52224-17-6, 62495-97-0, 942-32-5; 19735-89-8",compound
EDETIC_ACID,EDETIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/6049,60-00-4,"13440-78-3, 161122-33-4, 20539-27-9, 26627-46-3, 30485-87-1, 30485-88-2, 30485-90-6, 32757-10-1, 94108-75-5, 402925-67-1, 675141-16-9, 1586747-13-8, 1799367-75-1, 2024587-69-5, 13440-78-3, 1586747-13-8, 161122-33-4, 1799367-75-1, 2024587-69-5, 20539-27-9, 26627-46-3, 30485-87-1, 30485-88-2, 30485-90-6, 32757-10-1, 402925-67-1, 675141-16-9, 94108-75-5, 30485-88-2, 161122-33-4, 20539-27-9, 30485-87-1, 30485-90-6, 94108-75-5, 13440-78-3, 26627-46-3, 402925-67-1, 32757-10-1",compound
EDOXABAN,EDOXABAN,https://pubchem.ncbi.nlm.nih.gov/compound/10280735,480449-70-5,876652-15-2,compound
EDROPHONIUM,EDROPHONIUM,https://pubchem.ncbi.nlm.nih.gov/compound/3202,312-48-1,,compound
EFALIZUMAB,EFALIZUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/481101608,,,substance
EFAVIRENZ,EFAVIRENZ,https://pubchem.ncbi.nlm.nih.gov/compound/64139,154598-52-4,,compound
EFINACONAZOLE,EFINACONAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/9257,288-88-0,"116421-29-5, 25167-73-1, 27236-77-7, 288-89-1, 1001118-18-8, 1001118-18-8, 116421-29-5, 25167-73-1, 27236-77-7, 288-89-1, 25167-73-1, 1001118-18-8, 27236-77-7, 288-89-1, 116421-29-5",compound
EFLORNITHINE,EFLORNITHINE,https://pubchem.ncbi.nlm.nih.gov/compound/3009,70052-12-9,67037-37-0,compound
EFMOROCTOCOG_ALFA,EFMOROCTOCOG ALFA,https://pubchem.ncbi.nlm.nih.gov/substance/483927062,,,substance
EFTRENONACOG_ALFA,EFTRENONACOG ALFA,https://pubchem.ncbi.nlm.nih.gov/substance/483925377,,,substance
ELAEIS_GUINEENSIS,ELAEIS GUINEENSIS,https://pubchem.ncbi.nlm.nih.gov/substance/481187697,,,substance
ELAGOLIX,ELAGOLIX,https://pubchem.ncbi.nlm.nih.gov/compound/11250647,834153-87-6,,compound
ELAPEGADEMASE,ELAPEGADEMASE,https://pubchem.ncbi.nlm.nih.gov/compound/121488177,1709806-75-6,,compound
ELASTIN,ELASTIN,https://pubchem.ncbi.nlm.nih.gov/compound/439221,9007-58-3,,compound
ELBASVIR,ELBASVIR,https://pubchem.ncbi.nlm.nih.gov/compound/71661251,1370468-36-2,1444832-51-2,compound
ELECTROLYTES/REPLACERS,ELECTROLYTES/REPLACERS,,,,MISSING
ELECTROLYTE_SOLUTIONS,ELECTROLYTE SOLUTIONS,https://pubchem.ncbi.nlm.nih.gov/compound/25517,12125-02-9,"127634-24-6, 128532-42-3, 154383-48-9, 15630-61-2, 20548-08-7, 50295-88-0, 55871-05-1, 75944-36-4, 89485-84-7, 89485-85-8, 867060-75-1, 1260366-18-4, 1260366-18-4, 127634-24-6, 128532-42-3, 154383-48-9, 15630-61-2, 20548-08-7, 50295-88-0, 55871-05-1, 75944-36-4, 867060-75-1, 89485-84-7, 89485-85-8, 20548-08-7, 50295-88-0, 89485-85-8, 55871-05-1, 152128-19-3, 127634-24-6, 75944-36-4, 89485-84-7, 1260366-18-4, 15630-61-2, 154383-48-9, 867060-75-1, 128532-42-3",compound
ELETRIPTAN,ELETRIPTAN,https://pubchem.ncbi.nlm.nih.gov/compound/77993,143322-58-1,,compound
ELETTARIA_CARDAMOMUM,ELETTARIA CARDAMOMUM,https://pubchem.ncbi.nlm.nih.gov/substance/482038499,,,substance
ELEUTHEROCOCCUS_SENTICOSUS,ELEUTHEROCOCCUS SENTICOSUS,https://pubchem.ncbi.nlm.nih.gov/substance/482034884,,,substance
ELIGLUSTAT,ELIGLUSTAT,https://pubchem.ncbi.nlm.nih.gov/compound/23652731,491833-29-5,,compound
ELOSULFASE_ALFA,ELOSULFASE ALFA,https://pubchem.ncbi.nlm.nih.gov/substance/481101611,,,substance
ELOTUZUMAB,ELOTUZUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/481101612,,,substance
ELTROMBOPAG,ELTROMBOPAG,https://pubchem.ncbi.nlm.nih.gov/compound/135449332,496775-61-2,2097678-09-4,compound
ELUXADOLINE,ELUXADOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/11250029,864821-90-9,,compound
ELVITEGRAVIR,ELVITEGRAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/5277135,697761-98-1,,compound
EMAPALUMAB,EMAPALUMAB,https://pubchem.ncbi.nlm.nih.gov/compound/57827330,1388651-30-6,,compound
EMEDASTINE,EMEDASTINE,https://pubchem.ncbi.nlm.nih.gov/compound/3219,87233-61-2,,compound
EMICIZUMAB,EMICIZUMAB,https://pubchem.ncbi.nlm.nih.gov/substance/481101614,,,substance
EMOLLIENT,EMOLLIENT,https://pubchem.ncbi.nlm.nih.gov/compound/753,,"29796-42-7, 30049-52-6, 37228-54-9, 75398-78-6, 78630-16-7, 8013-25-0, 1400594-62-8, 1422250-43-8, 1629856-20-7, 1400594-62-8, 1422250-43-8, 1629856-20-7, 29796-42-7, 30049-52-6, 37228-54-9, 75398-78-6, 78630-16-7, 8013-25-0, 1422250-43-8, 29796-42-7, 30918-77-5, 1400594-62-8, 78630-16-7, 8013-25-0, 37228-54-9, 30049-52-6",compound
EMPAGLIFLOZIN,EMPAGLIFLOZIN,https://pubchem.ncbi.nlm.nih.gov/compound/11949646,864070-44-0,"1240076-01-0, 1314556-33-6",compound
EMTRICITABINE,EMTRICITABINE,https://pubchem.ncbi.nlm.nih.gov/compound/3366,2022-85-7,,compound
EMULSIFYING_WAX,EMULSIFYING WAX,https://pubchem.ncbi.nlm.nih.gov/substance/160687643,,,substance
ENALAPRIL,ENALAPRIL,https://pubchem.ncbi.nlm.nih.gov/compound/5388962,75847-73-3,"172964-46-4, 77549-58-7",compound
ENALAPRILAT,ENALAPRILAT,https://pubchem.ncbi.nlm.nih.gov/compound/5462501,76420-72-9,,compound
ENASIDENIB,ENASIDENIB,https://pubchem.ncbi.nlm.nih.gov/compound/89683805,1446502-11-9,,compound
ENCORAFENIB,ENCORAFENIB,https://pubchem.ncbi.nlm.nih.gov/compound/50922675,1269440-17-6,,compound
ENFLURANE,ENFLURANE,https://pubchem.ncbi.nlm.nih.gov/compound/3226,13838-16-9,,compound
ENFUVIRTIDE,ENFUVIRTIDE,https://pubchem.ncbi.nlm.nih.gov/compound/16130199,159519-65-0,262434-79-7,compound
ENOXACIN,ENOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/3229,74011-58-8,,compound
ENOXAPARIN_SODIUM,ENOXAPARIN SODIUM,https://pubchem.ncbi.nlm.nih.gov/compound/60196282,679809-58-6,,compound
ENOXOLONE,ENOXOLONE,https://pubchem.ncbi.nlm.nih.gov/compound/10114,471-53-4,"107420-91-7, 15301-63-0, 202522-39-2, 8055-71-8, 299198-00-8, 2088830-40-2, 2442477-01-0, 107420-91-7, 15301-63-0, 202522-39-2, 2088830-40-2, 2442477-01-0, 299198-00-8, 8055-71-8, 15301-63-0, 8055-71-8, 202522-39-2, 299198-00-8",compound
ENROFLOXACIN,ENROFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/2764,85721-33-1,"1234562-12-9, 189257-90-7",compound
ENTACAPONE,ENTACAPONE,https://pubchem.ncbi.nlm.nih.gov/compound/6047,59-92-7,"23734-74-9, 25525-15-9, 34241-25-3, 72572-99-7, 72573-00-3, 88250-23-1, 90638-38-3, 23734-74-9, 72572-99-7, 88250-23-1, 72573-00-3, 25525-15-9, 90638-38-3, 34241-25-3",compound
ENTECAVIR,ENTECAVIR,https://pubchem.ncbi.nlm.nih.gov/compound/135398508,142217-69-4,,compound
ENZALUTAMIDE,ENZALUTAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/15951529,915087-33-1,,compound
ENZYME_(UNSPECIFIED),ENZYME (UNSPECIFIED),https://pubchem.ncbi.nlm.nih.gov/substance/483929036,,,substance
EPHEDRA_DISTACHYA,EPHEDRA DISTACHYA,https://pubchem.ncbi.nlm.nih.gov/substance/482034522,,,substance
EPHEDRINE,EPHEDRINE,https://pubchem.ncbi.nlm.nih.gov/compound/9294,299-42-3,"321-96-0, 6912-63-6, 6912-63-6",compound
EPIGALLOCATECHIN_GALLATE,EPIGALLOCATECHIN GALLATE,https://pubchem.ncbi.nlm.nih.gov/compound/65064,989-51-5,863-65-0,compound
EPIMEDIUM_GRANDIFLORUM,EPIMEDIUM GRANDIFLORUM,https://pubchem.ncbi.nlm.nih.gov/substance/482034435,,,substance
EPINASTINE,EPINASTINE,https://pubchem.ncbi.nlm.nih.gov/compound/3241,80012-43-7,134507-59-8,compound
EPINEPHRINE,EPINEPHRINE,https://pubchem.ncbi.nlm.nih.gov/compound/5816,51-43-4,51028-73-0,compound
EPIRUBICIN,EPIRUBICIN,https://pubchem.ncbi.nlm.nih.gov/compound/41867,56420-45-2,57918-25-9,compound
EPLERENONE,EPLERENONE,https://pubchem.ncbi.nlm.nih.gov/compound/443872,107724-20-9,,compound
EPOETIN_ALFA,EPOETIN ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/92043599,113427-24-0,,compound
EPOETIN_ZETA,EPOETIN ZETA,https://pubchem.ncbi.nlm.nih.gov/substance/135362249,11096-26-7,,substance
EPOPROSTENOL,EPOPROSTENOL,https://pubchem.ncbi.nlm.nih.gov/compound/5282411,35121-78-9,"63748-50-5, 63859-31-4",compound
EPROSARTAN,EPROSARTAN,https://pubchem.ncbi.nlm.nih.gov/compound/5281037,133040-01-4,,compound
EPTACOG_ALFA_(ACTIVATED),EPTACOG ALFA (ACTIVATED),https://pubchem.ncbi.nlm.nih.gov/substance/483928202,,,substance
EPTIFIBATIDE,EPTIFIBATIDE,https://pubchem.ncbi.nlm.nih.gov/compound/448812,188627-80-7,"148031-34-9, 157630-07-4",compound
EQUISETUM_ARVENSE,EQUISETUM ARVENSE,https://pubchem.ncbi.nlm.nih.gov/substance/483932470,,,substance
EQUISETUM_HIEMALE,EQUISETUM HIEMALE,https://pubchem.ncbi.nlm.nih.gov/substance/482034043,,,substance
