,CAS,URL,Highest Development Event Status and Year,Highest Development Event Source ID,Highest Development Event Source URL,Earliest Approved Event Status and Year,Earliest Approved Event Source ID,Earliest Approved Event Source URL,conditions,phases
283,286930-02-7,https://drugs.ncats.io/drug/621G617227,US Approved Rx 2023,ANDA204973,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204973,US Approved Rx 2008,NDA022030,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022030,Overactive bladder; Urinary incontinence; Partial urethral obstruction; Overactive bladder,Approved; Preclinical; Preclinical; Approved
284,83799-24-0,https://drugs.ncats.io/drug/E6582LOH6V,US Approved Rx 2012,ANDA091567,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091567,US Previously Marketed 1996,ALLEGRA by CHATTEM SANOFI,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020625,Seasonal allergic rhinitis,Approved
285,25878-23-3,https://drugs.ncats.io/drug/82FOM4R7CD,,,,,,,,
286,873857-62-6,https://drugs.ncats.io/drug/Z5N076G8YQ,US Approved Rx 2024,ANDA208443,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208443,US Approved Rx 2011,NDA201699,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=201699,Clostridium difficile-associated diarrhea,Approved
287,121181-53-1,https://drugs.ncats.io/drug/PVI5M0M1GW,US Approved Rx 1991,BLA103353,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103353,US Approved Rx 1991,BLA103353,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103353,,
288,98319-26-7,https://drugs.ncats.io/drug/57GNO57U7G,US Approved Rx 2006,ANDA076511,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076511,US Approved Rx 1992,NDA020180,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020180,Androgenic alopecia; Benign prostatic hyperplasia,Approved; Approved
289,356-12-7,https://drugs.ncats.io/drug/2W4A77YPAN,US Approved Rx 2020,ANDA208989,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208989,US Previously Marketed 1971,LIDEX by ALVOGEN,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016909,Corticosteroid-responsive dermatoses,Approved
290,2321-07-5,https://drugs.ncats.io/drug/TPY09G7XIR,US Approved Rx 2023,ANDA215709,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=215709,Possibly Marketed Outside US 1958,NDA208742,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7514e6b8-c33f-4fbf-8810-ef520e1eb4bd,Fluorescein angiography or angioscopy of the retina vasculature; Fluorescein angiography or angioscopy of the iris vasculature,Approved; Approved
291,7782-41-4,https://drugs.ncats.io/drug/284SYP0193,Clinical 2021,NCT04705428: Not Applicable Interventional Completed White Spot Lesion,https://clinicaltrials.gov/ct2/show/NCT04705428,,,,,
292,426-13-1,https://drugs.ncats.io/drug/SV0CSG527L,US Approved Rx 1972,NDA016851,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016851,US Previously Marketed 1959,Oxylone Cream by Upjohn,OB NME Appendix 1950-1993,"Inflammation of the palpebral and bulbar conjunctiva, cornea and anterior segment of the globe",Approved
293,51-21-8,https://drugs.ncats.io/drug/U3P01618RT,US Approved Rx 1998,ANDA040278,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040278,US Previously Marketed 1962,FLUOROURACIL by SPECTRUM PHARMS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012209,Prostate cancer; Lung cancer; Breast cancer; Head and neck cancer; Digestive system neoplasms; Breast adenocarcinoma; Gastric adenocarcinoma; Adenocarcinoma of the colon,Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved
294,54910-89-3,https://drugs.ncats.io/drug/01K63SUP8D,US Approved Rx 2001,ANDA075049,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075049,US Approved Rx 1987,NDA018936,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018936,Obsessive-compulsive disorder; Panic disorder; Bulimia nervosa; Major depressive disorder,Approved; Approved; Approved; Approved
295,76-43-7,https://drugs.ncats.io/drug/9JU12S4YFY,US Previously Marketed 1983,FLUOXYMESTERONE by WATSON LABS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=088309,US Previously Marketed 1956,HALOTESTIN by PHARMACIA AND UPJOHN,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=010611,Male hypogonadism; Delayed male puberty; Inoperable metastatic female breast cancer,Approved; Approved; Approved
296,69-23-8,https://drugs.ncats.io/drug/S79426A41Z,US Approved Rx 2023,ANDA217410,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=217410,US Previously Marketed 1959,PROLIXIN by APOTHECON,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=012145,Schizophrenia,Approved
297,17617-23-1,https://drugs.ncats.io/drug/IHP475989U,US Approved Rx 1989,ANDA072368,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=072368,US Previously Marketed 1970,DALMANE by VALEANT PHARM INTL,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016721,Insomnia,Approved
298,5104-49-4,https://drugs.ncats.io/drug/5GRO578KLP,US Approved Rx 1995,ANDA074447,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074447,US Previously Marketed 1986,OCUFEN by ALLERGAN,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019404,Osteoarthritis; Rheumatoid arthritis; Osteoarthritis,Approved; Approved; Approved
299,13311-84-7,https://drugs.ncats.io/drug/76W6J0943E,US Approved Rx 2001,ANDA075298,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=075298,US Previously Marketed 1989,EULEXIN by SCHERING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018554,Metastatic carcinoma of the prostate,Approved
300,90566-53-3,https://drugs.ncats.io/drug/CUT2W21N7U,Possibly Marketed Outside US ,WHO-ATC:D07AC17,https://ginas.ncats.nih.gov/ginas/app/substance/CUT2W21N7U,,,,,
301,397864-44-7,https://drugs.ncats.io/drug/JS86977WNV,US Approved Rx 2007,NDA022051,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022051,US Approved Rx 2007,NDA022051,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022051,Asthma; Chronic obstructive pulmonary disease; Perennial or seasonal allergic rhinitis,Approved; Approved; Approved
302,93957-54-1,https://drugs.ncats.io/drug/4L066368AS,US Approved Rx 2012,ANDA078407,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078407,US Previously Marketed 1993,LESCOL by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020261,Hypercholesterolemia; Atherosclerosis; Dyslipidemia,Approved; Approved; Approved
303,54739-18-3,https://drugs.ncats.io/drug/O4L1XPO44W,US Approved Rx 2013,ANDA091476,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=091476,US Previously Marketed 1994,LUVOX by SOLVAY,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020243,Obsessive-compulsive disorder,Approved
304,59-30-3,https://drugs.ncats.io/drug/935E97BOY8,US Approved Rx 2005,ANDA040625,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040625,US Previously Marketed 1946,FOLVRON by LEDERLE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006012,Megaloblastic anemia,Approved
305,97048-13-0,https://drugs.ncats.io/drug/W9BB98U6HP,US Approved Rx 2002,BLA021484,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021484,US Previously Marketed 1986,METRODIN by SERONO,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019415,,
306,146479-72-3,https://drugs.ncats.io/drug/2M2GGL7HUP,Possibly Marketed Outside US ,Puregon by Merck Ltd. [Canada],https://www.drugbank.ca/drugs/DB00066,,,,,
307,146479-72-3,https://drugs.ncats.io/drug/2M2GGL7HUP,Possibly Marketed Outside US ,Puregon by Merck Ltd. [Canada],https://www.drugbank.ca/drugs/DB00066,,,,,
308,7554-65-6,https://drugs.ncats.io/drug/83LCM6L2BY,US Approved Rx 2023,ANDA216791,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216791,US Previously Marketed 1997,ANTIZOL by PAR PHARM INC,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020696,Ethylene glycol Poisoning,Approved
309,160369-77-7,https://drugs.ncats.io/drug/3Z6W3S36X5,US Previously Marketed 1998,VITRAVENE PRESERVATIVE FREE by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020961,US Previously Marketed 1998,VITRAVENE PRESERVATIVE FREE by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020961,,
310,114870-03-0,https://drugs.ncats.io/drug/X0Q6N9USOZ,US Approved Rx 2018,ANDA208615,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208615,US Approved Rx 2001,NDA021345,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021345,Deep Vein Thrombosis,Approved
311,50-00-0,https://drugs.ncats.io/drug/T0H3L6C7I5,Possibly Marketed Outside US 2019,HB Triple Play by Wausau Chemical,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=426419d4-5d88-438c-9c10-2541abb6a3fc,Possibly Marketed Outside US 2019,HB Triple Play by Wausau Chemical,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=426419d4-5d88-438c-9c10-2541abb6a3fc,,
312,64-18-6,https://drugs.ncats.io/drug/0YIW783RG1,US Previously Marketed 1921,Formic Acid N.F.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,US Previously Marketed 1921,Formic Acid N.F.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Warts,Approved
313,73573-87-2,https://drugs.ncats.io/drug/5ZZ84GCW8B,US Approved Rx 2022,ANDA211699,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211699,US Previously Marketed 2001,FORADIL by NOVARTIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020831,Asthma; Chronic obstructive pulmonary disease,Approved; Approved
314,226700-79-4,https://drugs.ncats.io/drug/WOU1621EEG,US Approved Rx 2016,ANDA204060,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204060,US Previously Marketed 1999,AGENERASE by GLAXOSMITHKLINE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021039,HIV-1 infection,Approved
315,172673-20-0,https://drugs.ncats.io/drug/6L8OF9XRDC,US Approved Rx 2008,NDA022023,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022023,US Approved Rx 2003,NDA021549,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021549,Postoperative nausea and vomiting; Chemotherapy induced nausea and vomiting; Chemotherapy induced nausea and vomiting; Postoperative nausea and vomiting,Approved; Approved; Approved; Approved
316,63585-09-1,https://drugs.ncats.io/drug/8C5OQ81LWT,US Approved Rx 2021,ANDA212483,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212483,US Approved Rx 1991,NDA020068,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020068,Cytomegalovirus retinitis,Approved
317,522-40-7,https://drugs.ncats.io/drug/A0E0NMA80F,US Previously Marketed 1982,DIETHYLSTILBESTROL by LILLY,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=004040,US Previously Marketed 1941,Diethylstilbestrol by Various Mfrs.,DeHaen 1940-1975 NMEs,Prostate cancer; Prostate cancer; Miscarriage; Atrophic vaginitis; Vulvar dystrophy; Amenorrhea; Female hypogonadism; Postmenopausal osteoporosis; Menopausal syndrome,Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved; Approved
318,77-86-1,https://drugs.ncats.io/drug/023C2WHX2V,US Previously Marketed 1965,THAM-E by HOSPIRA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=013025,US Previously Marketed 1965,THAM-E by HOSPIRA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=013025,Metabolic acidosis,Approved
319,98048-97-6,https://drugs.ncats.io/drug/R43D2573WO,US Approved Rx 2009,ANDA079245,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=079245,US Previously Marketed 1991,MONOPRIL by BRISTOL MYERS SQUIBB,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019915,Hypertension,Approved
320,93390-81-9,https://drugs.ncats.io/drug/B4SF212641,US Approved Rx 2006,ANDA040684,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=040684,US Previously Marketed 1938,Dilantin by Parke-Davis,http://triggered.edina.clockss.org/ServeContent?rft_id=info:doi/10.1124/mi.9.5.1,Seizures; Status epilepticus,Approved; Approved
321,258516-89-1,https://drugs.ncats.io/drug/LZ257RZP7K,US Approved Rx 2018,ANDA205067,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205067,US Approved Rx 1989,NDA019627,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019627,Pain,Approved
322,901119-35-5,https://drugs.ncats.io/drug/SQ8A3S5101,US Approved Rx 2018,NDA209299,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209299,US Approved Rx 2018,NDA209299,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209299,Rheumatoid arthritis; Immune thrombocytopenia; Autoimmune hemolytic anemia; IgA nephropathy; Ovarian cancer,Phase III; Approved; Phase II; Phase II; Phase I
323,1655501-53-3,https://drugs.ncats.io/drug/PF8K38CG54,US Approved Rx 2018,BLA761089,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761089,US Approved Rx 2018,BLA761089,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761089,,
324,158747-02-5,https://drugs.ncats.io/drug/H82Q2D5WA7,US Approved Rx 2022,ANDA213891,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=213891,US Approved Rx 2001,NDA021006,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021006,Migraine without aura; Migraine with aura,Approved; Approved
325,6347-01-9,https://drugs.ncats.io/drug/6YSS42VSEV,US Previously Marketed 1953,Levugen by Mead Johnson,DeHaen 1940-1975 NMEs,US Previously Marketed 1921,fructose,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Pain,Approved
326,3351-86-8,https://drugs.ncats.io/drug/06O0TC0VSM,Clinical 2019,"NCT03613740: Phase 2 Interventional Active, not recruiting Metabolic Syndrome",https://clinicaltrials.gov/ct2/show/NCT03613740,,,,Cancer; Non-alcoholic fatty liver disease; Alzheimer’s disease,Preclinical; Not Provided; Preclinical
327,977001-75-4,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,
328,129453-61-8,https://drugs.ncats.io/drug/22X328QOC4,US Approved Rx 2019,ANDA205935,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205935,US Approved Rx 2002,NDA021344,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021344,Hormone receptor positive metastatic breast cancer,Approved
329,110-17-8,https://drugs.ncats.io/drug/88XHZ13131,US Approved Rx 2019,NDA211855,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211855,Possibly Marketed Outside US 1946,NDA006035,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b1552d48-86f5-4184-810a-001e57e96c02,Arthritis; Multiple sclerosis; Ischemic stroke; Cancer; Periapical diseases; Unknown; Relapsing forms of multiple sclerosis; Unknown,Preclinical; Approved; Preclinical; Natural Metabolite; Not Provided; Approved
330,7440-57-5,https://drugs.ncats.io/drug/79Y1949PYO,Possibly Marketed Outside US ,Canada:AURUM MURIATICUM,https://tripod.nih.gov/npc/#Download,Possibly Marketed Outside US 2002,NDA207202,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e8787c3f-5e41-42d1-8091-44b56346620f,,
331,476181-74-5,https://drugs.ncats.io/drug/91X1KLU43E,US Approved Rx 2009,BLA125289,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125289,US Approved Rx 2009,BLA125289,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125289,,
332,9034-40-6,https://drugs.ncats.io/drug/9O7312W37G,US Previously Marketed 1982,FACTREL by HIKMA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018123,Possibly Marketed Outside US 1978,NADA098379,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cddeff5b-ba19-4d92-8f91-8a6238f89c98,Hypogonadism; Amenorrhea,Approved; Approved
333,65807-02-5,https://drugs.ncats.io/drug/0F65R8P09N,US Approved Rx 1996,NDA020578,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020578,US Approved Rx 1989,NDA019726,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019726,Advanced carcinoma of the prostate; Locally confined carcinoma of the prostate,Approved; Approved
334,1405-97-6,https://drugs.ncats.io/drug/5IE62321P4,US Approved Rx 1968,ANDA060582,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=060582,US Previously Marketed 1949,Gramoderm by Schering,DeHaen 1940-1975 NMEs,,
335,109889-09-0,https://drugs.ncats.io/drug/WZG3J2MCOL,US Approved Rx 2009,ANDA078531,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=078531,US Previously Marketed 1993,KYTRIL by ROCHE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020239,Nausea and vomiting associated with emetogenic chemotherapy,Approved
336,7782-42-5,https://drugs.ncats.io/drug/4QQN74LH4O,Possibly Marketed Outside US ,Canada:GRAPHITE,https://tripod.nih.gov/npc/#Download,Possibly Marketed Outside US 2023,Herpes Relief Cream by Ehy Holdings LLC,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f209ee77-d290-1203-e053-2a95a90adb8c,,
337,1350514-68-9,https://drugs.ncats.io/drug/8YE81R1X1J,US Approved Rx 2016,NDA208261,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208261,US Approved Rx 2016,NDA208261,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=208261,Hepatitis C,Approved
338,119914-60-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
339,126-07-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
340,90-05-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
341,93-14-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
342,64-17-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
343,51-45-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
344,71-00-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
345,9008-05-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
346,76712-82-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
347,87-00-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
348,118-56-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
349,8028-66-8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
350,9041-92-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,61489-71-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
352,6754-58-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
353,102518-79-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
354,9004-61-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
355,9001-54-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
356,461-72-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
357,86-54-4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
358,7647-01-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
359,58-93-5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
360,125-29-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
361,50-23-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
