Original Molecule,Parsed Molecule,Link,Result Type,CAS,Deprecated CAS,Compound/Substance,Depositor Synonym List,Regular Synonym List,Synonym?
CHLORCYCLIZINE,CHLORCYCLIZINE,https://pubchem.ncbi.nlm.nih.gov/compound/2710,FEATURED,82-93-9,No CAS info,COMPOUND,YES,YES,YES
CHLORDIAZEPOXIDE,CHLORDIAZEPOXIDE,https://pubchem.ncbi.nlm.nih.gov/compound/2712,FEATURED,58-25-3,No CAS info,COMPOUND,YES,YES,YES
CHLORELLA,CHLORELLA,https://pubchem.ncbi.nlm.nih.gov/compound/16058064,RELEVANT,No CAS info,No CAS info,COMPOUND,NO,NO,NO
CHLORHEXIDINE,CHLORHEXIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/9552079,FEATURED,"55-56-1, 3697-42-5","111883-36-4, 328933-19-3, 1520991-69-8, 111883-36-4, 1520991-69-8, 328933-19-3, 111883-36-4, 328933-19-3",COMPOUND,YES,YES,YES
CHLORINE,CHLORINE,https://pubchem.ncbi.nlm.nih.gov/compound/24526,FEATURED,7782-50-5,No CAS info,COMPOUND,YES,YES,YES
CHLORMETHINE,CHLORMETHINE,https://pubchem.ncbi.nlm.nih.gov/compound/4033,FEATURED,51-75-2,No CAS info,COMPOUND,YES,YES,YES
CHLOROBUTANOL,CHLOROBUTANOL,https://pubchem.ncbi.nlm.nih.gov/compound/5977,FEATURED,"57-15-8, 1320-66-7, 6001-64-5, 28471-22-9",No CAS info,COMPOUND,YES,YES,YES
CHLOROETHANE,CHLOROETHANE,https://pubchem.ncbi.nlm.nih.gov/compound/6337,FEATURED,"75-00-3, 68411-72-3","68583-57-3, 68909-11-5",COMPOUND,YES,YES,YES
CHLOROFORM,CHLOROFORM,https://pubchem.ncbi.nlm.nih.gov/compound/6212,FEATURED,67-66-3,8013-54-5,COMPOUND,YES,YES,YES
CHLOROPHYLL,CHLOROPHYLL,https://pubchem.ncbi.nlm.nih.gov/compound/5748352,FEATURED,1406-65-1,No CAS info,COMPOUND,YES,YES,YES
CHLOROPHYLLIN_COPPER_COMPLEX,CHLOROPHYLLIN COPPER COMPLEX,https://pubchem.ncbi.nlm.nih.gov/substance/53789337,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
CHLOROPROCAINE,CHLOROPROCAINE,https://pubchem.ncbi.nlm.nih.gov/compound/8612,FEATURED,133-16-4,No CAS info,COMPOUND,YES,YES,YES
CHLOROQUINE,CHLOROQUINE,https://pubchem.ncbi.nlm.nih.gov/compound/2719,FEATURED,54-05-7,56598-66-4,COMPOUND,YES,YES,YES
CHLOROTHIAZIDE,CHLOROTHIAZIDE,https://pubchem.ncbi.nlm.nih.gov/compound/2720,FEATURED,58-94-6,No CAS info,COMPOUND,YES,YES,YES
CHLOROTHYMOL,CHLOROTHYMOL,https://pubchem.ncbi.nlm.nih.gov/compound/6982,FEATURED,89-68-9,No CAS info,COMPOUND,YES,YES,YES
CHLOROXINE,CHLOROXINE,https://pubchem.ncbi.nlm.nih.gov/compound/2722,FEATURED,773-76-2,No CAS info,COMPOUND,YES,YES,YES
CHLOROXYLENOL,CHLOROXYLENOL,https://pubchem.ncbi.nlm.nih.gov/compound/2723,FEATURED,"88-04-0, 1321-23-9",No CAS info,COMPOUND,YES,YES,YES
CHLORPHENAMINE,CHLORPHENAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/2725,FEATURED,"132-22-9, 113-92-8","42882-96-2, 46970-45-0",COMPOUND,YES,YES,YES
CHLORPHENESIN,CHLORPHENESIN,https://pubchem.ncbi.nlm.nih.gov/compound/7697,FEATURED,104-29-0,No CAS info,COMPOUND,YES,YES,YES
CHLORPROMAZINE,CHLORPROMAZINE,https://pubchem.ncbi.nlm.nih.gov/compound/2726,FEATURED,"34468-21-8, 50-53-3",No CAS info,COMPOUND,YES,YES,YES
CHLORPROPAMIDE,CHLORPROPAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/2727,FEATURED,94-20-2,No CAS info,COMPOUND,YES,YES,YES
CHLORTALIDONE,CHLORTALIDONE,https://pubchem.ncbi.nlm.nih.gov/compound/2732,FEATURED,77-36-1,No CAS info,COMPOUND,YES,YES,YES
CHLORZOXAZONE,CHLORZOXAZONE,https://pubchem.ncbi.nlm.nih.gov/compound/2733,FEATURED,95-25-0,32850-84-3,COMPOUND,YES,YES,YES
CHOLESTEROL,CHOLESTEROL,https://pubchem.ncbi.nlm.nih.gov/compound/5997,FEATURED,"57-88-5, 22243-67-0","209124-38-9, 218965-24-3, 80356-14-5, 262418-13-3, 378185-03-6, 676322-57-9, 732297-95-9, 793670-51-6, 80356-33-8, 849593-11-9, 856708-55-9, 2016865-06-6, 2363129-31-9, 71539-33-8, 2016865-06-6, 209124-38-9, 218965-24-3, 2363129-31-9, 262418-13-3, 2760344-17-8, 2761910-55-6, 378185-03-6, 676322-57-9, 732297-95-9, 793670-51-6, 80356-14-5, 80356-33-8, 849593-11-9, 856708-55-9, 849593-11-9, 262418-13-3, 80356-14-5, 793670-51-6, 732297-95-9, 676322-57-9, 378185-03-6, 209124-38-9, 218965-24-3, 80356-33-8, 856708-55-9",COMPOUND,YES,YES,YES
CHOLESTEROL_TESTS,CHOLESTEROL TESTS,https://pubchem.ncbi.nlm.nih.gov/bioassay/1292096,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
CHOLINE,CHOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/305,FEATURED,"62-49-7, 5413-08-1","139741-81-4, 2087491-45-8, 139741-81-4, 2072809-41-5, 2087491-45-8",COMPOUND,YES,YES,YES
CHOLINE_FENOFIBRATE,CHOLINE FENOFIBRATE,https://pubchem.ncbi.nlm.nih.gov/compound/11350701,FEATURED,856676-23-8,1034151-05-7,COMPOUND,YES,YES,YES
CHOLINE_THEOPHYLLINATE,CHOLINE THEOPHYLLINATE,https://pubchem.ncbi.nlm.nih.gov/compound/656652,FEATURED,4499-40-5,"146-71-4, 13930-27-3, 56553-57-2",COMPOUND,YES,YES,YES
CHONDROCYTE,CHONDROCYTE,https://pubchem.ncbi.nlm.nih.gov/substance/482037913,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CHONDROITINSULFURIC_ACID,CHONDROITINSULFURIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/32756,FEATURED,24967-94-0,"9045-59-4, 9083-19-6, 11120-35-7, 11129-22-9, 11129-23-0, 177697-01-7, 42616-56-8",COMPOUND,YES,YES,YES
CHONDRUS_CRISPUS,CHONDRUS CRISPUS,https://pubchem.ncbi.nlm.nih.gov/compound/Chondrus%20crispus,FEATURED,9000-07-1,"78005-48-8, 8040-42-4, 9000-13-9, 9000-27-5, 773852-40-7, 717132-67-7",COMPOUND,MISSING,YES,YES
CHORIOGONADOTROPIN_ALFA,CHORIOGONADOTROPIN ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/Choriogonadotropin%20Alfa,FEATURED,177073-44-8,9002-61-3,COMPOUND,MISSING,YES,YES
CHORIONIC_GONADOTROPHIN,CHORIONIC GONADOTROPHIN,https://pubchem.ncbi.nlm.nih.gov/compound/4369448,FEATURED,9002-61-3,No CAS info,COMPOUND,YES,YES,YES
CHROMIUM,CHROMIUM,https://pubchem.ncbi.nlm.nih.gov/compound/23976,FEATURED,"7440-47-3, 16065-83-1, 19498-56-7","188785-87-7, 195161-82-1, 195161-82-1",COMPOUND,YES,YES,YES
CHRYSIN,CHRYSIN,https://pubchem.ncbi.nlm.nih.gov/compound/5281607,FEATURED,480-40-0,No CAS info,COMPOUND,YES,YES,YES
CICLESONIDE,CICLESONIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6918155,FEATURED,"126544-47-6, 141845-82-1",141845-82-1,COMPOUND,YES,YES,YES
CICLOPIROX,CICLOPIROX,https://pubchem.ncbi.nlm.nih.gov/compound/2749,FEATURED,29342-05-0,No CAS info,COMPOUND,YES,YES,YES
CICLOSPORIN,CICLOSPORIN,https://pubchem.ncbi.nlm.nih.gov/compound/5284373,FEATURED,"59865-13-3, 79217-60-0","104250-72-8, 56645-58-0, 55126-45-9, 223528-56-1",COMPOUND,YES,YES,YES
CIDOFOVIR,CIDOFOVIR,https://pubchem.ncbi.nlm.nih.gov/compound/60613,FEATURED,"113852-37-2, 149394-66-1",No CAS info,COMPOUND,YES,YES,YES
CILASTATIN,CILASTATIN,https://pubchem.ncbi.nlm.nih.gov/compound/6435415,FEATURED,"82009-34-5, 81129-83-1",No CAS info,COMPOUND,YES,YES,YES
CILOSTAZOL,CILOSTAZOL,https://pubchem.ncbi.nlm.nih.gov/compound/2754,FEATURED,73963-72-1,89332-50-3,COMPOUND,YES,YES,YES
CIMETIDINE,CIMETIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/2756,FEATURED,51481-61-9,No CAS info,COMPOUND,YES,YES,YES
CIMICIFUGA_RACEMOSA,CIMICIFUGA RACEMOSA,https://pubchem.ncbi.nlm.nih.gov/substance/482040113,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CINACALCET,CINACALCET,https://pubchem.ncbi.nlm.nih.gov/compound/156419,FEATURED,226256-56-0,No CAS info,COMPOUND,YES,YES,YES
CINCHOCAINE,CINCHOCAINE,https://pubchem.ncbi.nlm.nih.gov/compound/3025,FEATURED,85-79-0,No CAS info,COMPOUND,YES,YES,YES
CINEOLE,CINEOLE,https://pubchem.ncbi.nlm.nih.gov/compound/2758,FEATURED,470-82-6,"10458-11-4, 8024-52-0, 8024-53-1, 855347-23-8, 10458-11-4, 855347-23-8, 8024-53-1",COMPOUND,YES,YES,YES
CINERARIA,CINERARIA,https://pubchem.ncbi.nlm.nih.gov/substance/482030124,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CINNAMEDRINE,CINNAMEDRINE,https://pubchem.ncbi.nlm.nih.gov/compound/5370611,FEATURED,90-86-8,No CAS info,COMPOUND,YES,YES,YES
CINNAMOMUM_CAMPHORA,CINNAMOMUM CAMPHORA,https://pubchem.ncbi.nlm.nih.gov/substance/482038371,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CINNAMOMUM_CASSIA,CINNAMOMUM CASSIA,https://pubchem.ncbi.nlm.nih.gov/compound/Cinnamomum%20cassia%20whole,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
CINNAMOMUM_LOUREIRII,CINNAMOMUM LOUREIRII,https://pubchem.ncbi.nlm.nih.gov/substance/482037387,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CINNAMOMUM_ZEYLANICUM,CINNAMOMUM ZEYLANICUM,https://pubchem.ncbi.nlm.nih.gov/substance/482037236,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CINOXACIN,CINOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/2762,FEATURED,28657-80-9,No CAS info,COMPOUND,YES,YES,YES
CINOXATE,CINOXATE,https://pubchem.ncbi.nlm.nih.gov/compound/5373773,FEATURED,"104-28-9, 83834-60-0",1322-65-2,COMPOUND,YES,YES,YES
CIPROFLOXACIN,CIPROFLOXACIN,https://pubchem.ncbi.nlm.nih.gov/compound/2764,FEATURED,85721-33-1,"1234562-12-9, 189257-90-7",COMPOUND,YES,YES,YES
CISAPRIDE,CISAPRIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6917698,FEATURED,"81098-60-4, 260779-88-2",86718-68-5,COMPOUND,YES,YES,YES
CISATRACURIUM_BESILATE,CISATRACURIUM BESILATE,https://pubchem.ncbi.nlm.nih.gov/compound/62886,FEATURED,96946-42-8,No CAS info,COMPOUND,YES,YES,YES
CISPLATIN,CISPLATIN,https://pubchem.ncbi.nlm.nih.gov/compound/5702198,FEATURED,15663-27-1,No CAS info,COMPOUND,YES,YES,YES
CISSUS_QUADRANGULARIS,CISSUS QUADRANGULARIS,https://pubchem.ncbi.nlm.nih.gov/compound/Cissus%20quadrangularis%20whole,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
CITALOPRAM,CITALOPRAM,https://pubchem.ncbi.nlm.nih.gov/compound/2771,FEATURED,59729-33-8,No CAS info,COMPOUND,YES,YES,YES
CITICOLINE,CITICOLINE,https://pubchem.ncbi.nlm.nih.gov/compound/13804,FEATURED,987-78-0,No CAS info,COMPOUND,YES,YES,YES
CITRIC_ACID,CITRIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/311,FEATURED,77-92-9,"12262-73-6, 43136-35-2, 245654-34-6, 623158-96-3, 856568-15-5, 878903-72-1, 890704-54-8, 896506-46-0, 906507-37-7, 1192555-95-5, 136108-93-5, 2023788-69-2, 1192555-95-5, 12262-73-6, 136108-93-5, 2023788-69-2, 245654-34-6, 43136-35-2, 623158-96-3, 856568-15-5, 878903-72-1, 890704-54-8, 896506-46-0, 906507-37-7, 2023788-69-2, 245654-34-6, 856568-15-5, 896506-46-0, 43136-35-2, 878903-72-1, 623158-96-3, 136108-93-5, 906507-37-7, 1192555-95-5, 890704-54-8",COMPOUND,YES,YES,YES
CITRONELLA_OIL,CITRONELLA OIL,https://pubchem.ncbi.nlm.nih.gov/compound/Citronella%20Oil,FEATURED,8000-29-1,No CAS info,COMPOUND,MISSING,YES,YES
CITRULLINE,CITRULLINE,https://pubchem.ncbi.nlm.nih.gov/compound/9750,FEATURED,372-75-8,No CAS info,COMPOUND,YES,YES,YES
CITRULLUS_COLOCYNTHIS,CITRULLUS COLOCYNTHIS,https://pubchem.ncbi.nlm.nih.gov/substance/483935423,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CITRUS_AURANTIUM,CITRUS AURANTIUM,https://pubchem.ncbi.nlm.nih.gov/substance/441077353,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
CITRUS_BERGAMIA,CITRUS BERGAMIA,https://pubchem.ncbi.nlm.nih.gov/substance/482037507,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CITRUS_DECUMANA,CITRUS DECUMANA,https://pubchem.ncbi.nlm.nih.gov/compound/Pummelo,FEATURED,90045-43-5,No CAS info,COMPOUND,MISSING,YES,YES
CITRUS_LIMONUM,CITRUS LIMONUM,https://pubchem.ncbi.nlm.nih.gov/substance/482037520,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CITRUS_PARADISI,CITRUS PARADISI,https://pubchem.ncbi.nlm.nih.gov/substance/482032634,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CITRUS_SINENSIS,CITRUS SINENSIS,https://pubchem.ncbi.nlm.nih.gov/substance/482037502,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CLADRIBINE,CLADRIBINE,https://pubchem.ncbi.nlm.nih.gov/compound/20279,FEATURED,4291-63-8,24757-90-2,COMPOUND,YES,YES,YES
CLARITHROMYCIN,CLARITHROMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/84029,FEATURED,"81103-11-9, 116836-41-0",No CAS info,COMPOUND,YES,YES,YES
CLAVICEPS_PURPUREA,CLAVICEPS PURPUREA,https://pubchem.ncbi.nlm.nih.gov/substance/483933092,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CLAVULANIC_ACID,CLAVULANIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/5280980,FEATURED,58001-44-8,No CAS info,COMPOUND,YES,YES,YES
CLAY,CLAY,https://pubchem.ncbi.nlm.nih.gov/compound/56841952,FEATURED,"12141-46-7, 1302-87-0","12758-14-4, 167952-93-4, 55012-98-1, 848952-50-1, 1237627-97-2, 1260223-11-7, 1399049-88-7, 1433820-22-4, 2172796-02-8, 2241363-26-6, 2305669-95-6",COMPOUND,YES,YES,YES
CLEMASTINE,CLEMASTINE,https://pubchem.ncbi.nlm.nih.gov/compound/26987,FEATURED,15686-51-8,No CAS info,COMPOUND,YES,YES,YES
CLEVIDIPINE,CLEVIDIPINE,https://pubchem.ncbi.nlm.nih.gov/compound/153994,FEATURED,167221-71-8,166432-28-6,COMPOUND,YES,YES,YES
CLIDINIUM,CLIDINIUM,https://pubchem.ncbi.nlm.nih.gov/compound/2784,FEATURED,7020-55-5,No CAS info,COMPOUND,YES,YES,YES
CLINDAMYCIN,CLINDAMYCIN,https://pubchem.ncbi.nlm.nih.gov/compound/446598,FEATURED,18323-44-9,"13441-63-9, 24620-78-8, 24696-19-3, 16669-21-9",COMPOUND,YES,YES,YES
CLIOQUINOL,CLIOQUINOL,https://pubchem.ncbi.nlm.nih.gov/compound/2788,FEATURED,130-26-7,"22112-03-4, 736176-41-3, 736176-41-3",COMPOUND,YES,YES,YES
CLOBAZAM,CLOBAZAM,https://pubchem.ncbi.nlm.nih.gov/compound/2789,FEATURED,22316-47-8,No CAS info,COMPOUND,YES,YES,YES
CLOBETASOL,CLOBETASOL,https://pubchem.ncbi.nlm.nih.gov/compound/5311051,FEATURED,"25122-41-2, 25122-46-7",No CAS info,COMPOUND,YES,YES,YES
CLOCORTOLONE,CLOCORTOLONE,https://pubchem.ncbi.nlm.nih.gov/compound/5311052,FEATURED,"4828-27-7, 34097-16-0",No CAS info,COMPOUND,YES,YES,YES
CLOFARABINE,CLOFARABINE,https://pubchem.ncbi.nlm.nih.gov/compound/119182,FEATURED,123318-82-1,No CAS info,COMPOUND,YES,YES,YES
CLOFAZIMINE,CLOFAZIMINE,https://pubchem.ncbi.nlm.nih.gov/compound/Clofazimine,FEATURED,2030-63-9,No CAS info,COMPOUND,MISSING,YES,YES
CLOFEDANOL,CLOFEDANOL,https://pubchem.ncbi.nlm.nih.gov/compound/2795,FEATURED,791-35-5,No CAS info,COMPOUND,YES,YES,YES
CLOFIBRATE,CLOFIBRATE,https://pubchem.ncbi.nlm.nih.gov/compound/2796,FEATURED,637-07-0,No CAS info,COMPOUND,YES,YES,YES
CLOMIFENE,CLOMIFENE,https://pubchem.ncbi.nlm.nih.gov/compound/1548955,FEATURED,"15690-55-8, 911-45-5",No CAS info,COMPOUND,YES,YES,YES
CLOMIPRAMINE,CLOMIPRAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/2801,FEATURED,303-49-1,83162-38-3,COMPOUND,YES,YES,YES
CLONAZEPAM,CLONAZEPAM,https://pubchem.ncbi.nlm.nih.gov/compound/2802,FEATURED,1622-61-3,106955-87-7,COMPOUND,YES,YES,YES
CLONIDINE,CLONIDINE,https://pubchem.ncbi.nlm.nih.gov/compound/2803,FEATURED,4205-90-7,57066-25-8,COMPOUND,YES,YES,YES
CLOPIDOGREL,CLOPIDOGREL,https://pubchem.ncbi.nlm.nih.gov/compound/60606,FEATURED,113665-84-2,No CAS info,COMPOUND,YES,YES,YES
CLORAZEPIC_ACID,CLORAZEPIC ACID,https://pubchem.ncbi.nlm.nih.gov/compound/2809,FEATURED,"23887-31-2, 57109-90-7","20432-69-3, 28425-34-5, 149128-42-7, 28425-34-5",COMPOUND,YES,YES,YES
CLOSTRIDIUM_BOTULINUM_TOXIN_TYPE_A,CLOSTRIDIUM BOTULINUM TOXIN TYPE A,https://pubchem.ncbi.nlm.nih.gov/substance/483929704,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CLOSTRIDIUM_BOTULINUM_TOXIN_TYPE_B,CLOSTRIDIUM BOTULINUM TOXIN TYPE B,https://pubchem.ncbi.nlm.nih.gov/substance/481101828,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CLOTRIMAZOLE,CLOTRIMAZOLE,https://pubchem.ncbi.nlm.nih.gov/compound/2812,FEATURED,23593-75-1,117829-71-7,COMPOUND,YES,YES,YES
CLOXACILLIN,CLOXACILLIN,https://pubchem.ncbi.nlm.nih.gov/compound/6098,FEATURED,61-72-3,"50763-55-8, 8056-79-9",COMPOUND,YES,YES,YES
CLOXIQUINE,CLOXIQUINE,https://pubchem.ncbi.nlm.nih.gov/compound/2817,FEATURED,130-16-5,No CAS info,COMPOUND,YES,YES,YES
CLOZAPINE,CLOZAPINE,https://pubchem.ncbi.nlm.nih.gov/compound/135398737,FEATURED,"5786-21-0, 1333667-72-3",1333667-72-3,COMPOUND,YES,YES,YES
CNIDIUM,CNIDIUM,https://pubchem.ncbi.nlm.nih.gov/substance/482036961,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
COAL_TAR,COAL TAR,https://pubchem.ncbi.nlm.nih.gov/compound/Coal%20Tar,FEATURED,8007-45-2,"8050-41-7, 8050-43-9, 8055-92-3, 8050-43-9, 8055-92-3",COMPOUND,MISSING,YES,YES
COBALT,COBALT,https://pubchem.ncbi.nlm.nih.gov/compound/104730,FEATURED,"7440-48-4, 16610-75-6","177256-35-8, 184637-91-0, 195161-79-6, 1245817-40-6, 1262528-32-4, 132965-60-7, 335349-43-4, 1245817-40-6, 1262528-32-4, 132965-60-7, 177256-35-8, 184637-91-0, 195161-79-6, 335349-43-4, 177256-35-8, 184637-91-0, 195161-79-6",COMPOUND,YES,YES,YES
COBAMAMIDE,COBAMAMIDE,https://pubchem.ncbi.nlm.nih.gov/compound/6474320,FEATURED,13870-90-1,No CAS info,COMPOUND,YES,YES,YES
COBICISTAT,COBICISTAT,https://pubchem.ncbi.nlm.nih.gov/compound/25151504,FEATURED,1004316-88-4,No CAS info,COMPOUND,YES,YES,YES
COBIMETINIB,COBIMETINIB,https://pubchem.ncbi.nlm.nih.gov/compound/16222096,FEATURED,934660-93-2,1029872-29-4,COMPOUND,YES,YES,YES
COCAINE,COCAINE,https://pubchem.ncbi.nlm.nih.gov/compound/446220,FEATURED,50-36-2,No CAS info,COMPOUND,YES,YES,YES
COCAMIDOPROPYL_BETAINAMIDE_MONOETHANOLAMINE,COCAMIDOPROPYL BETAINAMIDE MONOETHANOLAMINE,No Link,Not Found,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
COCARBOXYLASE,COCARBOXYLASE,https://pubchem.ncbi.nlm.nih.gov/compound/9068,FEATURED,154-87-0,"55056-45-6, 74992-00-0, 902463-63-2, 902463-63-2, 55056-45-6",COMPOUND,YES,YES,YES
COCCULUS,COCCULUS,https://pubchem.ncbi.nlm.nih.gov/compound/31304,FEATURED,124-87-8,No CAS info,COMPOUND,YES,YES,YES
COCOS_NUCIFERA,COCOS NUCIFERA,https://pubchem.ncbi.nlm.nih.gov/substance/482037081,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CODEINE,CODEINE,https://pubchem.ncbi.nlm.nih.gov/compound/5284371,FEATURED,76-57-3,No CAS info,COMPOUND,YES,YES,YES
CODONOPSIS,CODONOPSIS,https://pubchem.ncbi.nlm.nih.gov/substance/482037007,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
COD_LIVER_OIL,COD LIVER OIL,https://pubchem.ncbi.nlm.nih.gov/compound/Cod%20Liver%20Oil,FEATURED,8001-69-2,68153-03-7,COMPOUND,MISSING,YES,YES
COFFEA,COFFEA,https://pubchem.ncbi.nlm.nih.gov/substance/482037113,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
COIX_LACHRYMA-JOBI,COIX LACHRYMA-JOBI,https://pubchem.ncbi.nlm.nih.gov/substance/135327171,RELEVANT,No CAS info,No CAS info,SUBSTANCE,YES,YES,YES
COLA_ACUMINATA,COLA ACUMINATA,https://pubchem.ncbi.nlm.nih.gov/substance/482037028,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
COLA_NITIDA,COLA NITIDA,https://pubchem.ncbi.nlm.nih.gov/substance/482037033,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
COLCHICINE,COLCHICINE,https://pubchem.ncbi.nlm.nih.gov/compound/6167,FEATURED,64-86-8,"30512-31-3, 5843-86-7, 30512-31-3",COMPOUND,YES,YES,YES
COLECALCIFEROL,COLECALCIFEROL,https://pubchem.ncbi.nlm.nih.gov/compound/5280795,FEATURED,"67-97-0, 1406-16-2","8024-19-9, 8050-67-7, 8050-67-7",COMPOUND,YES,YES,YES
COLESEVELAM,COLESEVELAM,https://pubchem.ncbi.nlm.nih.gov/compound/Colesevelam,FEATURED,182815-43-6,No CAS info,COMPOUND,MISSING,YES,YES
COLESTIPOL,COLESTIPOL,https://pubchem.ncbi.nlm.nih.gov/compound/Colestipol,FEATURED,"50925-79-6, 26658-42-4",No CAS info,COMPOUND,MISSING,YES,YES
COLESTYRAMINE,COLESTYRAMINE,https://pubchem.ncbi.nlm.nih.gov/compound/137699107,FEATURED,11041-12-6,"58391-37-0, 9007-26-5",COMPOUND,YES,YES,YES
COLEUS_FORSKOHLII,COLEUS FORSKOHLII,https://pubchem.ncbi.nlm.nih.gov/compound/47936,RELEVANT,"66575-29-9, 66428-89-5","72569-68-7, 64657-11-0",COMPOUND,NO,NO,NO
COLFOSCERIL_PALMITATE,COLFOSCERIL PALMITATE,https://pubchem.ncbi.nlm.nih.gov/compound/452110,FEATURED,63-89-8,875249-75-5,COMPOUND,YES,YES,YES
COLISTIN,COLISTIN,https://pubchem.ncbi.nlm.nih.gov/compound/5311054,FEATURED,"1066-17-7, 1264-72-8",No CAS info,COMPOUND,YES,YES,YES
COLLAGEN,COLLAGEN,https://pubchem.ncbi.nlm.nih.gov/compound/Collagen,FEATURED,9007-34-5,"157970-72-4, 55963-88-7, 92113-30-9, 93685-58-6, 55963-88-7, 92113-30-9, 93685-58-6",COMPOUND,MISSING,YES,YES
COLLAGENASE,COLLAGENASE,https://pubchem.ncbi.nlm.nih.gov/compound/Collagenase,FEATURED,9001-12-1,"106043-70-3, 308064-64-4, 39433-96-0",COMPOUND,MISSING,YES,YES
COLLAGENASE_CLOSTRIDIUM_HISTOLYTICUM,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,https://pubchem.ncbi.nlm.nih.gov/compound/Collagenase%20Clostridium%20Histolyticum,FEATURED,9001-12-1,"39433-96-0, 308064-64-4, 106043-70-3",COMPOUND,MISSING,YES,YES
COLLODIONS,COLLODIONS,https://pubmed.ncbi.nlm.nih.gov/21168569,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
COLOSTRUM,COLOSTRUM,https://pubchem.ncbi.nlm.nih.gov/compound/Human%20colostrum,FEATURED,No CAS info,No CAS info,COMPOUND,MISSING,YES,YES
COMMIPHORA_MOLMOL,COMMIPHORA MOLMOL,https://pubchem.ncbi.nlm.nih.gov/substance/482036528,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
COMMIPHORA_WIGHTII,COMMIPHORA WIGHTII,https://pubchem.ncbi.nlm.nih.gov/substance/482036497,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
COMPOSITION_UNKNOWN,COMPOSITION UNKNOWN,https://pubchem.ncbi.nlm.nih.gov/bioassay/1864336,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
CONDOMS,CONDOMS,https://pubchem.ncbi.nlm.nih.gov/bioassay/1666861,RELEVANT,No CAS info,No CAS info,NEITHER,MISSING,MISSING,NO
CONESTAT_ALFA,CONESTAT ALFA,https://pubchem.ncbi.nlm.nih.gov/compound/Conestat%20Alfa,FEATURED,80295-38-1,81295-50-3,COMPOUND,MISSING,YES,YES
CONIUM_MACULATUM,CONIUM MACULATUM,https://pubchem.ncbi.nlm.nih.gov/substance/483935559,RELEVANT,No CAS info,No CAS info,SUBSTANCE,NO,MISSING,NO
CONIVAPTAN,CONIVAPTAN,https://pubchem.ncbi.nlm.nih.gov/compound/151171,FEATURED,210101-16-9,No CAS info,COMPOUND,YES,YES,YES
