CAS,URL,Highest Development Event Status and Year,Highest Development Event Source ID,Highest Development Event Source URL,Earliest Approved Event Status and Year,Earliest Approved Event Source ID,Earliest Approved Event Source URL,conditions,phases,
69-72-7,https://drugs.ncats.io/drug/O414PZ4LPZ,US Approved OTC ,21 CFR 358.110(b) wart remover:collodoin-like vehicle salicylic acid,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec358-110.xml,US Previously Marketed 1860,sodium salicylate,https://catalog.hathitrust.org/Record/100782317,Psoriasis; Ichthyosis vulgaris; Keratosis palmaris; Bruises; Arthritis; Strains and sprains; Simple backache,Approved; Approved; Approved; Approved; Approved; Approved; Approved,
69-72-7,https://drugs.ncats.io/drug/O414PZ4LPZ,US Approved OTC ,21 CFR 358.110(b) wart remover:collodoin-like vehicle salicylic acid,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec358-110.xml,US Previously Marketed 1860,sodium salicylate,https://catalog.hathitrust.org/Record/100782317,Psoriasis; Ichthyosis vulgaris; Keratosis palmaris; Bruises; Arthritis; Strains and sprains; Simple backache,Approved; Approved; Approved; Approved; Approved; Approved; Approved,
69-72-7,https://drugs.ncats.io/drug/O414PZ4LPZ,US Approved OTC ,21 CFR 358.110(b) wart remover:collodoin-like vehicle salicylic acid,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec358-110.xml,US Previously Marketed 1860,sodium salicylate,https://catalog.hathitrust.org/Record/100782317,Psoriasis; Ichthyosis vulgaris; Keratosis palmaris; Bruises; Arthritis; Strains and sprains; Simple backache,Approved; Approved; Approved; Approved; Approved; Approved; Approved,
66711-21-5,https://drugs.ncats.io/drug/843CEN85DI,US Approved Rx 1987,NDA019779,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019779,US Approved Rx 1987,NDA019779,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=019779,Ocular hypertension,Approved,
608141-41-9,https://drugs.ncats.io/drug/UP7QBP99PN,US Approved Rx 2024,ANDA211734,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=211734,US Approved Rx 2014,NDA205437,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=205437,"Psoriasis; Arthritis, psoriatic",Approved; Approved,
170729-80-3,https://drugs.ncats.io/drug/1NF15YR6UY,US Approved Rx 2008,NDA022023,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022023,US Approved Rx 2003,NDA021549,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021549,Postoperative nausea and vomiting; Chemotherapy induced nausea and vomiting; Chemotherapy induced nausea and vomiting; Postoperative nausea and vomiting,Approved; Approved; Approved; Approved,
9087-70-1,https://drugs.ncats.io/drug/04XPW8C0FL,US Previously Marketed 1993,TRASYLOL by BAYER HLTHCARE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020304,US Previously Marketed 1993,TRASYLOL by BAYER HLTHCARE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020304,,,
9036-66-2,https://drugs.ncats.io/drug/SL4SX1O487,Possibly Marketed Outside US 2013,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a9dfa6b8-4b1a-4233-91f0-ad7423b2e04f,Possibly Marketed Outside US 2009,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=44318cdb-aa87-0b09-e054-00144ff8d46c,,,
91745-67-4,https://drugs.ncats.io/drug/80VUN7L00C,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,US Approved Rx 2024,NDA216165,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216165,,,
9041-08-01,https://drugs.ncats.io/drug/19GW9E1WHN,Clinical ,INN:sevuparin sodium [INN],https://ginas.ncats.nih.gov/ginas/app/substance/19GW9E1WHN,,,,,,
67346-49-0,https://drugs.ncats.io/drug/F91H02EBWT,US Approved Rx 2021,ANDA200293,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200293,US Approved Rx 2006,NDA021912,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021912,Chronic obstructive pulmonary disease,Approved,
74863-84-6,https://drugs.ncats.io/drug/OCY3U280Y3,US Approved Rx 2021,NDA212035,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=212035,US Previously Marketed 2000,ARGATROBAN by SANDOZ,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020883,Heparin-induced thrombocytopenia; Thrombosis,Approved; Approved,
74-79-3,https://drugs.ncats.io/drug/94ZLA3W45F,US Approved Rx 1973,NDA016931,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016931,US Previously Marketed 1957,Argivine by Gray,DeHaen 1940-1975 NMEs,Gigantism; Acromegaly; Pituitary dwarfism; Panhypopituitarism; Type 2 diabetes mellitus; Hypertension; Preeclampsia,Approved; Approved; Approved; Approved; Phase III; Phase III; Phase III,
129722-12-9,https://drugs.ncats.io/drug/82VFR53I78,US Approved Rx 2016,ANDA206383,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206383,US Approved Rx 2002,NDA021436,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021436,Major depressive disorder; Autism; Bipolar I disorder; Schizophrenia; Tourette's syndrome; Agitation associated with schizophrenia or bipolar mania,Approved; Approved; Approved; Approved; Approved; Approved,
1259305-29-7,https://drugs.ncats.io/drug/B786J7A343,US Approved Rx 2016,ANDA206383,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206383,US Approved Rx 2002,NDA021436,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021436,Major depressive disorder; Autism; Bipolar I disorder; Schizophrenia; Tourette's syndrome; Agitation associated with schizophrenia or bipolar mania,Approved; Approved; Approved; Approved; Approved; Approved,
112111-43-0,https://drugs.ncats.io/drug/V63XWA605I,US Approved Rx 2012,ANDA200043,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=200043,US Approved Rx 1998,NDA020717,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020717,Obstructive sleep apnea; Narcolepsy; Sleep disorder,Approved; Approved; Approved,
7440-38-2,https://drugs.ncats.io/drug/N712M78A8G,US Previously Marketed 1921,"Stronger Pills of Iron, Quinine, Strychnine, and Arsenic N.F.",https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,US Previously Marketed 1921,"Stronger Pills of Iron, Quinine, Strychnine, and Arsenic N.F.",https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,,,
71963-77-4,https://drugs.ncats.io/drug/C7D6T3H22J,US Approved Rx 2009,NDA022268,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022268,US Approved Rx 2009,NDA022268,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022268,,,
1362-42-1,https://drugs.ncats.io/drug/OE5992O64P,,,,,,,Acute lung injury,Preclinical,
23964-58-1,https://drugs.ncats.io/drug/D3SQ406G9X,US Approved Rx 2006,NDA022010,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022010,US Approved Rx 2000,NDA020971,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020971,Pain,Approved,
7681-49-4,https://drugs.ncats.io/drug/8ZYQ1474W7,US Approved OTC ,21 CFR 355.10(c)(1)(ii) anticaries:dentifrices stannous fluoride,https://www.gpo.gov/fdsys/pkg/CFR-2018-title21-vol5/xml/CFR-2018-title21-vol5-sec355-10.xml,US Previously Marketed 1921,Calcium Oxide U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Dental caries; Unknown,Approved,
50-81-7,https://drugs.ncats.io/drug/PQ6CK8PD0R,US Approved Rx 2018,NDA209381,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209381,US Previously Marketed 1947,BEROCCA PN by ROCHE,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=006071,Scurvy; Vitamin C deficiency,Approved; Approved,
65576-45-6,https://drugs.ncats.io/drug/JKZ19V908O,US Approved Rx 2009,NDA022117,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22117,US Approved Rx 2009,NDA022117,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=22117,Bipolar I disorder (manic or mixed episodes); Schizophrenia,Approved; Approved,
1174277-80-5,https://drugs.ncats.io/drug/Z633861EIM,US Approved Rx 2015,BLA125513,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125513,US Approved Rx 2015,BLA125513,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125513,,,
9015-68-3,https://drugs.ncats.io/drug/D733ET3F9O,US Approved Rx 2021,BLA761179,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761179,US Previously Marketed 2011,Erwinaze,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=125359,,,
22839-47-0,https://drugs.ncats.io/drug/Z0H242BBR1,Possibly Marketed Outside US ,CFR:21 CFR 201.21,https://ginas.ncats.nih.gov/ginas/app/substance/Z0H242BBR1,Possibly Marketed Outside US 2001,21 CFR 334,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d7655c03-8a47-4349-940c-f51c876ebeef,Osteoarthritis; Sickle cell anemia; sweetener,Preclinical; Not Provided; Approved,
56-84-8,https://drugs.ncats.io/drug/30KYC7MIAI,US Previously Marketed 1961,Spartase by Wyeth,DeHaen 1940-1975 NMEs,US Previously Marketed 1921,potassium aspartate,https://catalog.hathitrust.org/Record/100163146,Opiate abstinence syndrome; Neonatal jaundice; Unknown,Natural Metabolite; Natural Metabolite,
472-61-7,https://drugs.ncats.io/drug/8XPW32PR7I,Possibly Marketed Outside US ,Astaxanthin by Josun International Limited,https://www.drugbank.ca/drugs/DB06543,Possibly Marketed Outside US 2010,21 CFR 352,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5996f9b2-18c1-4c8f-a0ab-eca180db61ad,Aging; Genitourinary cancer; Neurological disorders,Not Provided; Basic research; Basic research,
68844-77-9,https://drugs.ncats.io/drug/7HU6337315,US Previously Marketed 1988,Hismanal by Janssen,OB NME Appendix 1950-1993,US Previously Marketed 1988,Hismanal by Janssen,OB NME Appendix 1950-1993,Seasonal allergic rhinitis; Chronic idiopathic urticaria,Withdrawn; Withdrawn,
486-66-8,https://drugs.ncats.io/drug/6287WC5J2L,Clinical 2011,NCT01556737: Not Applicable Interventional Completed Postmenopause,https://clinicaltrials.gov/ct2/show/NCT01556737,,,,Unknown,,
198904-31-3,https://drugs.ncats.io/drug/QZU4H47A3S,US Approved Rx 2020,ANDA209717,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=209717,US Approved Rx 2003,NDA021567,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021567,HIV-1 infection,Approved,
29122-68-7,https://drugs.ncats.io/drug/50VV3VW0TI,US Approved Rx 2005,ANDA076900,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=076900,US Approved Rx 1981,NDA018240,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018240,Hypertension; Angina pectoris; Acute myocardial infarction,Approved; Approved; Approved,
1380723-44-3,https://drugs.ncats.io/drug/52CMI0WC3Y,US Approved Rx 2016,BLA761034,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761034,US Approved Rx 2016,BLA761034,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761034,,,
83015-26-3,https://drugs.ncats.io/drug/ASW034S0B8,US Approved Rx 2002,NDA021411,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021411,US Approved Rx 2002,NDA021411,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021411,Attention deficit hyperactivity disorder,Approved,
134523-00-5,https://drugs.ncats.io/drug/A0JWA85V8F,US Approved Rx 2023,ANDA214344,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214344,US Approved Rx 1996,NDA020702,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020702,Cardiovascular diseases; Hyperlipidemia,Approved; Approved,
94015-53-9,https://drugs.ncats.io/drug/ODU3ZAZ94J,US Approved Rx 2023,NDA216386,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216386,US Approved Rx 2023,NDA216386,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216386,,,
64228-81-5,https://drugs.ncats.io/drug/40AX66P76P,US Approved Rx 1997,ANDA074900,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074900,US Previously Marketed 1983,TRACRIUM PRESERVATIVE FREE by HOSPIRA,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018831,Skeletal muscle relaxation,Approved,
51-55-8,https://drugs.ncats.io/drug/7C0697DR9I,US Approved Rx 2001,NDA021146,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021146,US Previously Marketed 1921,Atropine U.S.P.,https://www.gutenberg.org/files/41778/41778-h/41778-h.htm,Bradyasystolic cardiac arrest; Muscarinic mushroom poisoning; Increased salivary flow; Vagus nerve activation; Organophosphorus poisoning,Approved; Approved; Approved; Approved; Approved,
12174-11-7,https://drugs.ncats.io/drug/U6V729APAM,US Previously Marketed 1962,QUINTESS-N ATTAPULGITE by LILLY,https://cdn.loc.gov/service/ll/fedreg/fr035/fr035128/fr035128.pdf,US Previously Marketed 1962,QUINTESS-N ATTAPULGITE by LILLY,https://cdn.loc.gov/service/ll/fedreg/fr035/fr035128/fr035128.pdf,,,
34031-32-8,https://drugs.ncats.io/drug/3H04W2810V,US Approved Rx 1985,NDA018689,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=018689,Possibly Marketed Outside US 1985,NDA018689,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=05c34ddf-a0f7-4267-83f5-d02be3defc37,Rheumatoid arthritis,Approved,
10236-47-2,https://drugs.ncats.io/drug/N7TD9J649B,Clinical 2011,NCT01423019: Not Applicable Interventional Completed Weight Loss,https://clinicaltrials.gov/ct2/show/NCT01423019,,,,Liver cancer; Parkinson's disease,Basic research; Basic research,
12192-57-3,https://drugs.ncats.io/drug/2P2V9Q0E78,US Previously Marketed 1949,Solganal by Schering,DeHaen 1940-1975 NMEs,US Previously Marketed 1949,Solganal by Schering,DeHaen 1940-1975 NMEs,Rheumatoid arthritis,Approved,
33796-26-8,https://drugs.ncats.io/drug/ODU3ZAZ94J,US Approved Rx 2023,NDA216386,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216386,US Approved Rx 2023,NDA216386,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=216386,,,
330784-47-9,https://drugs.ncats.io/drug/DR5S136IVO,US Approved Rx 2012,NDA202276,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202276,US Approved Rx 2012,NDA202276,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202276,Erectile dysfunction,Approved,
570406-98-3,https://drugs.ncats.io/drug/3H8GSZ4SQL,US Approved Rx 2018,NDA210238,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210238,US Approved Rx 2018,NDA210238,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=210238,Chronic liver disease-associated thrombocytopenia,Approved,
1537032-82-8,https://drugs.ncats.io/drug/KXG2PJ551I,US Approved Rx 2017,BLA761078,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761078,US Approved Rx 2017,BLA761078,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=761078,,,
1192500-31-4,https://drugs.ncats.io/drug/7352665165,US Approved Rx 2015,NDA206494,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=206494,US Approved Rx 2014,NDA206494,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d9c2803f-dc9c-4b19-b4a3-8303bc8c15fd,Complicated Intra-abdominal Infections; Complicated Intra-abdominal Infections,Approved; Approved,
70356-09-1,https://drugs.ncats.io/drug/G63QQF2NOX,US Approved Rx 2008,NDA022009,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=022009,US Previously Marketed 1988,Photoplex by Herbert,OB NME Appendix 1950-1993,Sunburn,Approved,
319460-85-0,https://drugs.ncats.io/drug/C9LVQ0YUXG,US Approved Rx 2012,NDA202324,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202324,US Approved Rx 2012,NDA202324,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202324,Renal cell carcinoma,Approved,
320-67-2,https://drugs.ncats.io/drug/M801H13NRU,US Approved Rx 2020,NDA214120,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=214120,US Approved Rx 2004,NDA050794,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=050794,Myelodysplastic syndromes,Approved,
3964-81-6,https://drugs.ncats.io/drug/94Z39NID6C,US Previously Marketed 1977,OPTIMINE by SCHERING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017601,US Previously Marketed 1977,OPTIMINE by SCHERING,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=017601,Rashes; Hives; Itching; Sneezing,Approved; Approved; Approved; Approved,
446-86-6,https://drugs.ncats.io/drug/MRK240IY2L,US Approved Rx 1996,ANDA074069,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=074069,US Approved Rx 1968,NDA016324,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=016324,Rheumatoid arthritis,Approved,
123-99-9,https://drugs.ncats.io/drug/F2VW3D43YT,US Approved Rx 2002,NDA021470,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=021470,US Approved Rx 1995,NDA020428,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020428,Rosacea,Approved,
58581-89-8,https://drugs.ncats.io/drug/ZQI909440X,US Approved Rx 2017,ANDA204660,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=204660,US Previously Marketed 1996,ASTELIN by MYLAN SPCLT VIATRIS,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=020114,Seasonal allergic rhinitis; Perennial allergic rhinitis,Approved; Approved,
863031-21-4,https://drugs.ncats.io/drug/LL0G25K7I2,US Approved Rx 2011,NDA202331,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202331,US Approved Rx 2011,NDA202331,https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=202331,Hypertension; Hypertension,Approved; Phase III,
